Name,Smiles,standard_smiles
"7-hydroxy-4',5,6,8-tetramethoxyflavanone",COc1ccc(cc1)C1CC(=O)c2c(O1)c(OC)c(c(c2OC)OC)O,COc1ccc(C2CC(=O)c3c(OC)c(OC)c(O)c(OC)c3O2)cc1
7-O-methylluteolin,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1
7-O-methylnaringenin,COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(cc1)O,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O
"(8',9'-dihydroxy)-3-farnesylindole",C/C(=C\Cc1c[nH]c2c1cccc2)/CC/C=C(/C(C(C=C(C)C)O)O)\C,CC(C)=CC(O)C(O)/C(C)=C/CC/C(C)=C/Cc1c[nH]c2ccccc12
carumoside,OC[C@H]1OC(Oc2c3ccoc3c(c3c2ccc(=O)o3)OC)[C@@H]([C@H]([C@@H]1O)O)O,COc1c2occc2c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(=O)oc12
aloin A,OCc1cc(O)c2c(c1)[C@@H]([C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1,OCc1cc(O)c2c(O)c3c(O)cccc3c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2c1
aloin B,OCc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1,OCc1cc(O)c2c(O)c3c(O)cccc3c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2c1
alpha-cyperone,CC(=C)[C@@H]1CC[C@@]2(C(=C(C)C(=O)CC2)C1)C,C=C(C)[C@@H]1CC[C@@]2(C)CCC(=O)C(C)=C2C1
alpha-selinene,CC1=CCC[C@]2([C@@H]1C[C@@H](CC2)C(=C)C)C,C=C(C)[C@@H]1CC[C@@]2(C)CCC=C(C)[C@H]2C1
"4,7-dimethoxy-5-(prop-2-enyl)benzo-1,3 dioxolan",C=CCc1cc(OC)c2c(c1OC)OCO2,C=CCc1cc(OC)c2c(c1OC)OCO2
artemisinin,O=C1O[C@@H]2O[C@@]3(C)CC[C@@H]4[C@]2([C@H]([C@H]1C)CC[C@H]4C)OO3,CC1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
selinene,C=C1CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,C=C(C)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
beta-senepoxide,CC(=O)O[C@H]1[C@@H](C=C[C@@H]2[C@@]1(COC(=O)c1ccccc1)O2)OC(=O)C,CC(=O)O[C@@H]1C=C[C@H]2O[C@@]2(COC(=O)c2ccccc2)[C@H]1OC(C)=O
betulinic acid,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]1CC[C@H]3[C@@]([C@]1(C)CC2)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
budmunchiamine K,CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(CCCN1C)C,CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1C
"methyl 1,8-dihydroxy-4,6,7-trimethoxy-2-naphthoate",COC(=O)c1cc(OC)c2c(c1O)c(O)c(c(c2)OC)OC,COC(=O)c1cc(OC)c2cc(OC)c(OC)c(O)c2c1O
"7-hydroxy-3,3-dimethyl-10-methoxy-3H-benzo[f]chromene-8-carboxylic acid",COc1cc(C(=O)O)c(c2c1c1C=CC(Oc1cc2)(C)C)O,COc1cc(C(=O)O)c(O)c2ccc3c(c12)C=CC(C)(C)O3
busseihydroquinone C,COc1cc(C(=O)O)c(c2c1c1C=CC(Oc1cc2)(C)CCC=C(C)C)O,COc1cc(C(=O)O)c(O)c2ccc3c(c12)C=CC(C)(CCC=C(C)C)O3
busseihydroquinone D,O=C/C(=C/1\CCC2(C1=Cc1c(O2)ccc2c1c(OC)cc(c2O)C(=O)O)C)/C,COc1cc(C(=O)O)c(O)c2ccc3c(c12)C=C1/C(=C(\C)C=O)CCC1(C)O3
carumoside,OC[C@H]1OC(Oc2c3ccoc3c(c3c2ccc(=O)o3)OC)[C@@H]([C@H]([C@@H]1O)O)O,COc1c2occc2c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(=O)oc12
chamuvaretin,O=C(c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1c(O2)cccc1)CCc1ccccc1,O=C(CCc1ccccc1)c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1ccccc1O2
chamuvaritin,O=C(c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1c(O2)cccc1)CCc1ccccc1,O=C(CCc1ccccc1)c1c(O)c(Cc2ccccc2O)c2c(c1O)Cc1ccccc1O2
chryslandicin,Cc1cc(O)c2c(c1)C(O)(c1cc(O)c3c(c1)C(=O)c1c(C3=O)c(O)cc(c1O)C)c1c(C2=O)c(O)ccc1,CC1=CC(=O)c2c(c(O)c3cc(C4(O)c5cccc(O)c5C(=O)c5c(O)cc(C)cc54)cc(O)c3c2O)C1=O
chrysophanol,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
cyperene,CC1=C2C[C@@H]3C([C@@]2(CC1)[C@H](C)CC3)(C)C,CC1=C2C[C@H]3CC[C@@H](C)[C@]2(CC1)C3(C)C
dependensin,COc1cc(OC)c2c(c1OC)O[C@@H]1[C@H]([C@@H]2/C=C/c2ccccc2)[C@H](Oc2c1c(OC)cc(c2OC)OC)c1ccccc1,COc1cc(OC)c2c(c1OC)O[C@H]1c3c(OC)cc(OC)c(OC)c3O[C@H](c3ccccc3)[C@H]1[C@@H]2/C=C/c1ccccc1
dictamnine,COc1c2ccccc2nc2c1cco2,COc1c2ccccc2nc2occc12
Dill-apiole,C=CCc1cc2OCOc2c(c1OC)OC,C=CCc1cc2c(c(OC)c1OC)OCO2
"dimethyl 2,3-bis-[5-(3,7-dimethylocta-2,6-dienyl)-3,6-dioxocyclohexa-1,4-dienyl]-succinate",COC(=O)C(C1=CC(=O)C=C(C1=O)C/C=C(/CCC=C(C)C)\C)C(C1=CC(=O)C=C(C1=O)C/C=C(/CCC=C(C)C)\C)C(=O)OC,COC(=O)C(=C(C(=O)OC)c1cc(O)cc(C=CC(C)CCC=C(C)C)c1O)c1cc(O)cc(C=CC(C)=CCC=C(C)C)c1O
diuvaretin,COc1c(C(=O)CCc2ccccc2)c(O)c(c(c1Cc1ccccc1O)O)Cc1ccccc1O,COc1c(Cc2ccccc2O)c(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1
eriodictyol,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
fagaramide,CC(CNC(=O)/C=C/c1ccc2c(c1)OCO2)C,CC(C)CNC(=O)/C=C/c1ccc2c(c1)OCO2
ferruginol,CC(c1cc2CC[C@@H]3[C@](c2cc1O)(C)CCCC3(C)C)C,CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2
fissinolide,COC(=O)C[C@H]1C(C)(C)[C@H](OC(=O)C)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@@]3(C(=C1C2)CC(=O)O[C@H]3c1ccoc1)C,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)C2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
flavone 3-methoxycarpachromene,COc1c(oc2c(c1=O)c(O)c1c(c2)OC(C=C1)(C)C)c1ccc(cc1)O,COc1c(-c2ccc(O)cc2)oc2cc3c(c(O)c2c1=O)C=CC(C)(C)O3
flindersiamine,COc1c2OCOc2cc2c1nc1occc1c2OC,COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3
glutenol,O[C@H]1CC[C@@H]2C(=CCC3[C@@]2(C)CC[C@@]2([C@]3(C)CC[C@@]3(C2CC(C)(C)CC3)C)C)C1(C)C,CC1(C)CC[C@]2(C)CC[C@]3(C)C4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)C2C1
guaiol,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(O)(C)C,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C
hosloppone,OC1=C2C(=CC=C3[C@]2(C)CC[C@@H](C3(C)C)O)C=C(C1)C(C)C,CC(C)c1cc(O)c2c(c1)C=CC1C(C)(C)[C@@H](O)CC[C@]21C
alpha-humulene,C/C/1=C\CC(C)(C)/C=C/C/C(=C/CC1)/C,C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1
isotriuvaretin,COc1c(Cc2ccccc2O)c(O)c(c(c1C(=O)CCc1ccccc1)O)Cc1cc(ccc1O)Cc1ccccc1O,COc1c(Cc2ccccc2O)c(O)c(Cc2cc(Cc3ccccc3O)ccc2O)c(O)c1C(=O)CCc1ccccc1
khayalactol,COC(=O)[C@H]([C@H]1C(C)(C)C(=O)[C@]2([C@]3([C@]1(C)[C@H]1CC[C@@]4([C@H]([C@@]1(O3)C2)CC(=O)O[C@H]4c1ccoc1)C)O)O)O,COC(=O)C(O)C1C(C)(C)C(=O)[C@]2(O)C[C@@]34O[C@]2(O)[C@]1(C)[C@H]3CC[C@]1(C)[C@H]4CC(=O)O[C@H]1c1ccoc1
khayanolide A,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)[C@H]1CC[C@@]4([C@]5([C@]1([C@@H]3C(=O)[C@H]2O)O5)CC(=O)O[C@H]4c1cocc1)C)O)O,COC(=O)C(O)C1[C@@]2(C)C[C@]3(O)C(C(=O)C2O)[C@]24O[C@]25CC(=O)O[C@@H](c2ccoc2)[C@]5(C)CC[C@@H]4[C@]13C
khayanolide B,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)C1CC[C@@]4([C@@]5([C@]1([C@H]3[C@H]([C@H]2O)O5)O)CC(=O)O[C@H]4c1ccoc1)C)O)O,COC(=O)C(O)C1[C@@]2(C)C3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C[C@@]45O[C@H]4[C@@H](O)[C@]1(C)C[C@]2(O)[C@H]4[C@@]35O
khayanolide C,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)[C@H]1CC[C@@]4(C(=CC(=O)O[C@H]4c4cocc4)[C@]1([C@@H]3C(=O)[C@H]2O)O)C)O)O,COC(=O)C(O)C1[C@@]2(C)C[C@]3(O)C(C(=O)C2O)[C@]2(O)C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]2[C@]13C
khayanolide D,COC(=O)C[C@H]1[C@@]2(C)C[C@]3([C@]1(C)C1CC[C@@]4([C@@]5([C@]1([C@H]3[C@H]([C@H]2O)O5)O)CC(=O)O[C@H]4c1ccoc1)C)O,COC(=O)C[C@H]1[C@@]2(C)C[C@]3(O)[C@@H]4[C@@H](O[C@]56CC(=O)O[C@@H](c7ccoc7)[C@]5(C)CCC([C@]13C)[C@]46O)[C@H]2O
khayanolide E,COC(=O)[C@H]([C@H]1[C@@]2(C)C[C@]3([C@]1(C)[C@H]1CC[C@@]4([C@@]5([C@]1([C@H]3[C@H](C2=O)O5)O)CC(=O)O[C@H]4c1ccoc1)C)OC(=O)C)O,COC(=O)C(O)C1[C@@]2(C)C[C@]3(OC(C)=O)[C@@H]4C(O[C@]56CC(=O)O[C@@H](c7ccoc7)[C@]5(C)CC[C@@H]([C@]46O)[C@]13C)C2=O
khayanone,COC(=O)[C@H]([C@H]1C(C)(C)C(=O)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@@]3([C@H]([C@]1(C2)O)CC(=O)O[C@H]3c1ccoc1)C)O,COC(=O)C(O)C1C(C)(C)C(=O)C2C[C@]3(O)[C@@H]4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
"khayanone-1,6-dibenzoate",COC(=O)[C@H]([C@H]1C(C)(C)C(=O)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@@]3([C@H]([C@]1(C2)OC(=O)c1ccccc1)CC(=O)O[C@H]3c1ccoc1)C)OC(=O)c1ccccc1,COC(=O)C(OC(=O)c1ccccc1)[C@H]1C(C)(C)C(=O)C2C[C@]3(OC(=O)c4ccccc4)[C@@H]4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
"khayanone-1,6-dimethoxy-alpha-(trifluoromethyl)phenylacetate ester",COC(=O)[C@H]([C@@H]1[C@]2(C)C(=O)[C@H](C(=O)C1(C)C)C[C@]1([C@@H]2CC[C@@]2([C@H]1CC(=O)O[C@H]2c1cocc1)C)OC(=O)C(C(F)(F)F)(c1ccccc1)OC)OC(=O)C(C(F)(F)F)(c1ccccc1)OC,COC(=O)C(OC(=O)C(OC)(c1ccccc1)C(F)(F)F)[C@H]1C(C)(C)C(=O)C2C[C@]3(OC(=O)C(OC)(c4ccccc4)C(F)(F)F)[C@@H]4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
khayanone-(R)-methoxy-alpha-(trifluoromethyl)phenylacetate ester,COC(=O)[C@H]([C@@H]1[C@]2(C)C(OC(=O)C(C(F)(F)F)(c3ccccc3)OC)[C@H](C(=O)C1(C)C)C[C@]1([C@@H]2CC[C@@]2([C@H]1CC(=O)O[C@H]2c1ccoc1)C)O)O ,COC(=O)C(O)C1C(C)(C)C(=O)C2C[C@@]3(O)[C@H](CC[C@]4(C)[C@H]3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2OC(=O)C(OC)(c1ccccc1)C(F)(F)F
khayanone-(S)-methoxy-alpha-(trifluoromethyl)phenylacetate ester,COC(=O)[C@H]([C@@H]1[C@]2(C)C(OC(=O)C(C(F)(F)F)(c3ccccc3)OC)[C@H](C(=O)C1(C)C)C[C@]1([C@@H]2CC[C@@]2([C@H]1CC(=O)O[C@H]2c1ccoc1)C)O)O,COC(=O)C(O)C1C(C)(C)C(=O)C2C[C@@]3(O)[C@H](CC[C@]4(C)[C@H]3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2OC(=O)C(OC)(c1ccccc1)C(F)(F)F
khayanoside,OC[C@H]1O[C@@H](OC[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3([C@]4([C@@]2(C)C(=O)OC)O[C@@H]4C(=O)O[C@H]3c2ccoc2)C)[C@@H]([C@H]([C@@H]1O)O)O,COC(=O)[C@@]1(C)[C@@H]([C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3O[C@]321
"2-(3,7-dimethylocta-2,6-dienyl)-6-[7-(3,7-dimethylocta-2,6-dienyl)-5-hydroxybenzofuran-2-yl]-[1,4]benzoquinone",C/C(=C\CC1=CC(=O)C=C(C1=O)c1oc2c(c1)cc(cc2C/C=C(/CCC=C(C)C)\C)O)/CCC=C(C)C,CC(C)=CCC=C(C)C=Cc1cc(O)cc(-c2cc3cc(O)cc(C=CC(C)CCC=C(C)C)c3o2)c1O
"dimethyl 2,3-bis-[5-(3,7-dimethylocta-2,6-dienyl)-3,6-dioxocyclohexa-1,4-dienyl]-succinate",COC(=O)C(C1=CC(=O)C=C(C1=O)C/C=C(/CCC=C(C)C)\C)C(C1=CC(=O)C=C(C1=O)C/C=C(/CCC=C(C)C)\C)C(=O)OC,COC(=O)C(=C(C(=O)OC)c1cc(O)cc(C=CC(C)CCC=C(C)C)c1O)c1cc(O)cc(C=CC(C)=CCC=C(C)C)c1O
lucidene,CC1(C)/C=C\C[C@@]2(C)Oc3ccccc3C[C@@H]2CC[C@@]2([C@@H](C1)Cc1ccccc1O2)C,CC1(C)/C=C\C[C@@]2(C)Oc3ccccc3C[C@@H]2CC[C@@]2(C)Oc3ccccc3C[C@@H]2C1
lupeol,CC(=C)[C@@H]1CC[C@]2(C1[C@@]1(C)CCC3[C@@]([C@@]1(CC2)C)(C)CCC1[C@]3(C)CC[C@@H](C1(C)C)O)C,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@](C)(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12
maculosidine,COc1cc(OC)c2c(c1)c(OC)c1c(n2)occ1,COc1cc(OC)c2nc3occc3c(OC)c2c1
melicopicine,COc1c(OC)c(OC)c2c(c1OC)n(C)c1c(c2=O)cccc1,COc1c(OC)c(OC)c2c(c1OC)c(=O)c1ccccc1n2C
methyl 3beta-acetoxy-6-hydroxy-1-oxomeliac-14-enoate,COC(=O)C([C@H]1C(C)(C)[C@H](OC(=O)C)[C@H]2C(=O)[C@]1(C)[C@H]1CC[C@@]3(C(=CC(=O)O[C@H]3c3ccoc3)[C@@H]1C2)C)O,COC(=O)C(O)C1C(C)(C)[C@H](OC(C)=O)C2C[C@H]3C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O
"methyl 5,10-dihydroxy-7-methoxy-3-methyl-3-(4-methyl-3-pentenyl)-3H-benzo[f]chromene-9-carboxylate",COC(=O)c1cc(OC)c2c(c1O)c1C=CC(Oc1c(c2)O)(C)CCC=C(C)C,COC(=O)c1cc(OC)c2cc(O)c3c(c2c1O)C=CC(C)(CCC=C(C)C)O3
methyl 6-hydroxyangolensate,COC(=O)[C@H]([C@@H]1[C@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]1(C)[C@@H](OC(=O)C3)c1cocc1)O,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)C(C(O)C(=O)OC)[C@]12C
methyl angolensate,COC(=O)CC1C2(C)C(CC(=O)C1(C)C)OC13C(=C)C2CCC1(C)C(OC(=O)C3)c1cocc1,C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(CC(=O)OC)C12C
methyl uguenenoate,COC(=O)C[C@@H]1OC([C@H]2[C@@]1(CO)[C@H]1CC[C@@]3([C@]4([C@@]1(C(=O)C2)C)O[C@@H]4C(=O)O[C@H]3c1cocc1)C)(C)C,COC(=O)C[C@@H]1OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5O[C@]543)[C@@]12CO
microdontin A,OCc1cc(O)c2c(c1)[C@@H]([C@@H]1O[C@H](COC(=O)/C=C/c3ccc(cc3)O)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1,O=C(C=Cc1ccc(O)cc1)OC[C@H]1O[C@@H](c2c3cccc(O)c3c(O)c3c(O)cc(CO)cc23)[C@H](O)[C@@H](O)[C@@H]1O
microdontin B,OCc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](COC/C=C/c3ccc(cc3)O)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1,OCc1cc(O)c2c(O)c3c(O)cccc3c([C@@H]3O[C@H](COCC=Cc4ccc(O)cc4)[C@@H](O)[C@H](O)[C@H]3O)c2c1
myristicin,C=CCc1cc(OC)c2c(c1)OCO2,C=CCc1cc(OC)c2c(c1)OCO2
pellitorine,CCCCC/C=C/C=C/C(=O)NCC(C)C,CCCCC=CC=CCC(=O)NCC(C)C
nitidine,COc1cc2c[n+](C)c3c(c2cc1OC)ccc1c3cc2OCOc2c1,COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1OC)OCO5
norcaesalpin D,CC(=O)O[C@H]1[C@@H](OC(=O)C)CC([C@]2([C@@]1(C)[C@H]1C=C3OC(=O)C=C3[C@H]([C@@H]1CC2)C)O)(C)C,CC(=O)O[C@H]1CC(C)(C)[C@]2(O)CC[C@@H]3C(=Cc4oc(O)cc4[C@H]3C)[C@@]2(C)[C@H]1OC(C)=O
normelicopicine,COc1c(OC)c(OC)c2c(c1O)c(=O)c1c(n2C)cccc1,COc1c(OC)c(OC)c2c(c1O)c(=O)c1ccccc1n2C
nothoapiole,C=CCc1c(OC)c(OC)c2c(c1OC)OCO2,C=CCc1c(OC)c(OC)c2c(c1OC)OCO2
otostegindiol,C[C@@H]1CC[C@@H]2[C@@]([C@@]1(O)CCc1cocc1)(C)CC[C@H](C2(C)C)O,C[C@@H]1CC[C@H]2C(C)(C)[C@H](O)CC[C@@]2(C)[C@@]1(O)CCc1ccoc1
(+)-pandoxide,CO[C@@H]1C=C[C@@H]2[C@@]([C@H]1OC(=O)C)(COC(=O)c1ccccc1)C2,CO[C@@H]1C=C[C@H]2C[C@@]2(COC(=O)c2ccccc2)[C@H]1OC(C)=O
(-)-pipoxide,O=C(c1ccccc1)OC[C@]12OC1C=C[C@@H](C2O)OC(=O)c1ccccc1,O=C(OC[C@]12OC1C=C[C@H](OC(=O)c1ccccc1)C2O)c1ccccc1
securinine,O=C1C=C2[C@@]3(O1)C[C@@H](C=C2)N1[C@@H]3CCCC1,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
seneganolide,O=C1O[C@@H](c2ccoc2)[C@]2([C@@H](C1)[C@]13C[C@@H]4[C@](O1)([C@@]1([C@H]3CC2)COC(=O)C[C@H]1C(C4=O)(C)C)O)C,CC1(C)C(=O)C2C[C@@]34O[C@]2(O)[C@]2(COC(=O)C[C@@H]12)[C@H]3CC[C@]1(C)[C@H]4CC(=O)O[C@H]1c1ccoc1
sesamin,C1Oc2c(O1)cc(cc2)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2c(c1)OCO2,c1cc2c(cc1[C@H]1OC[C@H]3[C@@H]1CO[C@@H]3c1ccc3c(c1)OCO3)OCO2
sitosterol,CC[C@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
skimmianine,COc1ccc2c(c1OC)nc1c(c2OC)cco1,COc1ccc2c(OC)c3ccoc3nc2c1OC
stigmasterol,CC[C@H](C(C)C)/C=C/[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
swietemahonin G,COC(=O)[C@@H]([C@H]1C(C)(C)[C@H](OC(=O)/C(=C/C)/C)[C@]2(C(=O)[C@]1(C)[C@H]1CC[C@@]3([C@H]([C@]41[C@@H]2O4)CC(=O)O[C@H]3c1ccoc1)C)O)O,C/C=C(\C)C(=O)O[C@H]1C(C)(C)C(C(O)C(=O)OC)[C@]2(C)C(=O)[C@@]1(O)[C@H]1O[C@]13[C@@H]1CC(=O)O[C@@H](c4ccoc4)[C@]1(C)CC[C@@H]32
swietenialide A,COC(=O)CC1[C@@]2(C)CC3(C1(C)C14OC5(OC1(C1C3([C@H]2OC(=O)/C(=C\C)/C)O[C@](O1)(C)OC)C(O5)([C@](CC4O)(C)[C@H](c1ccoc1)OC(=O)C)CC(=O)OC)C)O,C/C=C(/C)C(=O)O[C@@H]1C23O[C@](C)(OC)OC2C24OC5(C)OC2(C(O)C[C@@](C)([C@@H](OC(C)=O)c2ccoc2)C4(CC(=O)OC)O5)C2(C)C(CC(=O)OC)[C@@]1(C)CC32O
swietenialide B,COC(=O)CC1[C@@]2(C)CC3(C1(C)C14OC5(OC1(C1C3([C@H]2OC(=O)/C(=C\C)/C)O[C@](O1)(CC)OC)C(O5)([C@](CC4O)(C)[C@H](c1ccoc1)OC(=O)C)CC(=O)OC)C)O,C/C=C(/C)C(=O)O[C@@H]1C23O[C@](CC)(OC)OC2C24OC5(C)OC2(C(O)C[C@@](C)([C@@H](OC(C)=O)c2ccoc2)C4(CC(=O)OC)O5)C2(C)C(CC(=O)OC)[C@@]1(C)CC32O
swietenialide C,COC(=O)C[C@H]1C2(C)C[C@]3([C@]1(C)[C@]14OC5(O[C@@]1([C@H]1[C@]3([C@H]2OC(=O)C2(C)OC2C)O[C@](O1)(C)OC)[C@@](O5)([C@](C[C@H]4O)(C)[C@H](c1ccoc1)OC(=O)C)CC(=O)OC)C)O,COC(=O)C[C@H]1C2(C)C[C@]3(O)[C@]4(O[C@](C)(OC)O[C@H]4[C@]45OC6(C)O[C@@]4(CC(=O)OC)[C@](C)([C@@H](OC(C)=O)c4ccoc4)C[C@@H](O)[C@]5(O6)[C@]13C)[C@H]2OC(=O)C1(C)OC1C
swietenialide D,CCC(=O)O[C@@H]1[C@@H](O)[C@@H](OC(=O)C2(C)OC2C)[C@]2(C)CC3[C@]([C@@]45[C@]1(OC(O4)(C)O3)[C@H](CC(=O)OC)[C@@](C)(C[C@H]5O)[C@H](c1ccoc1)OC(=O)C)([C@H]2CC(=O)OC)C,CCC(=O)O[C@@H]1[C@@H](O)[C@@H](OC(=O)C2(C)OC2C)[C@]2(C)CC3OC4(C)O[C@@]15[C@H](CC(=O)OC)[C@](C)([C@@H](OC(C)=O)c1ccoc1)C[C@@H](O)[C@]5(O4)[C@]3(C)[C@H]2CC(=O)OC
swietenialide E,COC(=O)C[C@H]1[C@@]2(C)CC3[C@]1(C)[C@]14OC(O3)(O[C@@]1([C@@H]([C@H]([C@H]2OC(=O)C1(C)OC1C)OC(=O)C)OC(=O)C)[C@]([C@](C[C@H]4O)(C)[C@@H](c1ccoc1)OC(=O)C)(O)CC(=O)OC)C,COC(=O)C[C@H]1[C@@]2(C)CC3OC4(C)O[C@@]5([C@H](O)C[C@@](C)([C@H](OC(C)=O)c6ccoc6)[C@@](O)(CC(=O)OC)[C@@]5(O4)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(=O)C2(C)OC2C)[C@@]31C
swietephragmin A,COC(=O)C[C@@H]1[C@]2(C)[C@@]3(C[C@@]1(C)[C@@H](C3(OC(=O)C)[C@@H]1C34C2(CC[C@@]2(C3=CC(=O)O[C@H]2c2ccoc2)C)OC(O4)(O1)C(C)C)OC(=O)/C(=C/C)/C)O,C/C=C(\C)C(=O)O[C@@H]1C2(OC(C)=O)[C@H]3OC4(C(C)C)OC35C3=CC(=O)O[C@@H](c6ccoc6)[C@]3(C)CCC5(O4)[C@]3(C)[C@@H](CC(=O)OC)[C@@]1(C)C[C@]23O
