Compound_names,Smiles,chemical_class,np_classifier_pathway,np_classifier_superclass,np_classifier_class,Canonical_smiles,standard_inchi,standard_inchi_key,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,NP_likeness,SA_score,Pfizer,GSK,Golden_Triangle,Rotatable_bonds
Bazouanthrone,CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)c2cc3c(O)c(C)cc(O)c3c(O)c2C1=O,Naphthalenes,Polyketides,Meroterpenoids,Polyprenylated cyclic polyketides (Hop meroterpenoids),CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)c2cc3c(O)c(C)cc(O)c3c(O)c2C1=O,"InChI=1S/C30H36O5/c1-16(2)8-9-20-27(33)25-22(15-21-24(28(25)34)23(31)14-19(7)26(21)32)30(29(20)35,12-10-17(3)4)13-11-18(5)6/h8,10-11,14-15,31-32,34-35H,9,12-13H2,1-7H3",QBYAOPKDWHZEOF-UHFFFAOYSA-N,476.613,7.58012000000001,5,4,3,0.254393573753922,0,97.99,0.239995889365673,0.146902731060982,0.575784754753113,0.471587234735489,0.398409014940262,0.148073732852936,0.575894373655319,0.0699316881597042,0.107695405930281,0.789801549911499,0.174392013251781,0.33211355805397,0.0526398437097668,0.666955137252808,0.997825002670288,0.0346609663218259,0.0070937361102551,0.43263179063797,0.455443930625916,0.0587607588618993,0.129740028083324,0.127688974887133,0.730130398273468,0.945485377311707,0.582999002933502,0.0391417423263192,0.524637824296951,0.955442702770233,0.483694598078728,0.536547982692719,0.765482831001282,-4.96506251083987,55.7330407316995,94.5374604584081,34.0032579298621,-7.67831292681647,3.86616141368243,3.79743976965073,102.99428896709,-6.49940628123016,4.92880076924515,79.4493989918573,97.6735168670027,59.1120589375727,86.0217138425746,20.9189608375339,16.556804963164,22.4893369523071,66.2659945715394,58.4722760759985,9.49980612640558,23.7301279565723,82.241178751454,78.596355176425,50.1357115160915,92.2450562233424,40.6746801085692,63.396665374176,86.4676231097325,63.8619620007755,76.0759984490112,37.7278014734393,63.0864676231097,57.2314850717332,78.867778208608,18.6118650639783,91.39201240791,96.3164017060877,79.682047305157,65.8782473827065,92.9042264443583,48.2745250096937,96.898022489337,87.5145405195812,77.2004652966266,97.3633191159364,99.0694067468011,95.696006203955,61.3803799922451,76.1147731678945,51.143854207057,66.9639395114385,94.8041876696394,78.867778208608,69.4067468010857,96.8204730515704,93.4858472276076,94.610314075223,2.55913144629701,74.020938348197,2.07298921163487,3.67995475757841,1,0,0,17
"(1S,14S)-7,7-dimethyl-6,12,19,21,24-pentaoxahexacyclo[12.10.0.02,11.05,10.015,23.018,22]tetracosa-2,4,8,10,15(23),16,18(22)-heptaen-4-ol  ",CC1(C)C=Cc2c(c(O)cc3c2OC[C@@H]2c4ccc5c(c4O[C@H]32)OCO5)O1,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan,CC1(C)C=Cc2c(c(O)cc3c2OC[C@@H]2c4ccc5c(c4O[C@H]32)OCO5)O1,"InChI=1S/C21H18O6/c1-21(2)6-5-11-16-12(7-14(22)18(11)27-21)17-13(8-23-16)10-3-4-15-20(19(10)26-17)25-9-24-15/h3-7,13,17,22H,8-9H2,1-2H3/t13-,17-/m1/s1",XBRRZWFABQTPSY-CXAGYDPISA-N,366.369,3.9148,6,1,4,0.762451858233709,2,66.38,0.397839629650116,0.742244917154312,0.644470679759979,0.958086979389191,0.963497507572174,0.142960503697395,0.821076893806458,0.390171712636948,0.798291623592377,0.710334348678589,0.93576637506485,0.0459860574454069,0.0425574045628309,0.7684450507164,0.999735009670258,0.0477602317929267,0.0672475889325141,0.788853108882904,0.4535688996315,0.256451830267906,0.511064261198044,0.0957627985626459,0.938085651397705,0.632525318861008,0.681817984580994,0.190965051949024,0.352530452609062,0.802590394020081,0.467314949631691,0.481324994564056,0.737280058860779,-5.08813390477619,46.9721118833862,32.3359273004414,3.66848186895012,-6.85353505906887,3.2475299738669,3.05332639402881,97.0241939046171,-4.73391532745207,5.40494340198852,57.3478092283831,76.0759984490112,69.5036835982939,36.6808840635905,63.8037999224506,83.6758433501357,68.8639007367197,43.5440093059325,75.9596742923614,50.5234587049244,29.5851105079488,97.3633191159364,98.5653354013183,48.856145792943,96.9755719271035,79.682047305157,93.2919736331912,74.7964327258627,96.4327258627375,18.844513377278,32.8034121752617,69.0965490500194,77.9371849554091,84.0248158200853,80.4187669639395,97.7898410236526,96.2000775494378,94.8429623885227,94.9592865451726,90.7328421868942,75.9208995734781,81.2330360604886,91.8185343156262,93.6021713842575,95.424583171772,95.4633578906553,95.0756107018224,55.9519193485847,74.1760372237301,43.2725862737495,59.6742923613804,63.6293136874758,43.7766576192323,76.5412950756107,87.8635129895308,81.969755719271,86.4676231097325,18.1077937184955,76.8902675455603,2.83929995665254,4.11723586482264,2,2,2,3
"(3S)-6-hydroxy-3-(4-hydroxy-1,3-benzodioxol-5-yl)-8,8-dimethyl-2,3-dihydropyrano[2,3-h]chromen-4-one",CC1(C)C=Cc2c(c(O)cc3c2OC[C@H](c2ccc4c(c2O)OCO4)C3=O)O1,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,CC1(C)C=Cc2c(c(O)cc3c2OC[C@H](c2ccc4c(c2O)OCO4)C3=O)O1,"InChI=1S/C21H18O7/c1-21(2)6-5-11-18-12(7-14(22)19(11)28-21)16(23)13(8-25-18)10-3-4-15-20(17(10)24)27-9-26-15/h3-7,13,22,24H,8-9H2,1-2H3/t13-/m1/s1",XLWRNLNBKQQJIZ-CYBMUJFWSA-N,382.368,3.3696,7,2,4,0.780804105731734,1,94.45,0.442458218336105,0.468514400720596,0.675830435752869,0.76011278629303,0.807871282100678,0.118872871994972,0.719196176528931,0.135468846559525,0.568773585557938,0.640033918619156,0.919923603534698,0.0450641628354787,0.0673782408237457,0.859476757049561,0.999222135543823,0.0540091186761856,0.0430624097585678,0.800133979320526,0.414585754275322,0.198005278408527,0.346758225560188,0.0993659511208534,0.891968584060669,0.713610935211182,0.654768204689026,0.275736123323441,0.294742304086685,0.875816702842712,0.652598583698273,0.380160200595856,0.508700531721115,-5.0759484433275,52.8999811771312,39.8406643213366,-2.87210973336422,-8.69724467795358,3.21690725735762,2.54239157237991,99.1546642831068,-4.9888180327098,8.43737303574248,60.9538580845289,67.1965878247383,77.3555641721598,60.8569212873207,63.8037999224506,86.2349747964327,54.8080651415277,63.7068631252423,78.8290034897247,28.6545172547499,32.9197363319116,91.1593640946103,94.4552151996898,41.6440480806514,95.2694842962388,56.7661884451338,87.4369910818147,65.68437378829,95.696006203955,18.2628925940287,42.4970918960838,77.2004652966266,68.3210546723536,85.2656068243505,69.5230709577356,98.0224893369523,95.153160139589,93.5246219464909,90.8103916246607,91.0818146568437,65.5680496316402,84.3737882900349,90.8879410624273,96.3164017060877,94.5715393563397,97.2469949592865,98.2163629313688,45.1725474990306,64.327258627375,44.0480806514153,64.6762310973246,70.7250872431175,31.0197751066305,59.4416440480807,87.0492438929818,71.1903838697169,89.6083753392788,14.3854207056999,88.1737107405971,2.42291292867867,3.82890302064531,1,2,2,5
"(7S)-5-hydroxy-7-(4-hydroxy-1,3-benzodioxol-5-yl)-2,2-dimethyl-7,8-dihydropyrano[3,2-g]chromen-6-one ",CC1(C)C=Cc2c(cc3c(c2O)C(=O)[C@@H](c2ccc4c(c2O)OCO4)CO3)O1,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,CC1(C)C=Cc2c(cc3c(c2O)C(=O)[C@@H](c2ccc4c(c2O)OCO4)CO3)O1,"InChI=1S/C21H18O7/c1-21(2)6-5-11-14(28-21)7-15-16(17(11)22)18(23)12(8-25-15)10-3-4-13-20(19(10)24)27-9-26-13/h3-7,12,22,24H,8-9H2,1-2H3/t12-/m1/s1",VRSWDWNMAMDGTG-GFCCVEGCSA-N,382.368,3.3696,7,2,4,0.780804105731734,1,94.45,0.431910163164139,0.44912046790123,0.696050798892975,0.799109542369843,0.784886741638184,0.118304218351841,0.714009380340576,0.141142629086971,0.528835999965668,0.603270477056503,0.878052508831024,0.0543608225882053,0.0890800885856151,0.891921234130859,0.999152910709381,0.0712364166975021,0.0508438318967819,0.775098216533661,0.375843179225922,0.182329881191254,0.313644796609879,0.105107817053795,0.874322652816773,0.677534759044647,0.635986948013306,0.299385645985603,0.24443054497242,0.872120571136475,0.64686918258667,0.37816566824913,0.508293348550797,-5.07920587072399,58.0279002703735,44.3273739698201,11.552967998897,-8.47252172953291,3.27062500696574,2.5722521369073,98.8925861058548,-5.22228517174753,10.1662738426188,60.9538580845289,67.1965878247383,77.3555641721598,60.8569212873207,63.8037999224506,86.2349747964327,54.8080651415277,63.7068631252423,78.324932144242,27.4912756882513,35.7115160915083,92.1675067855758,94.0286932919736,41.4889492051183,95.1919348584723,57.5029081039163,86.545172547499,61.0314075222955,94.0674680108569,21.7913920124079,48.3520744474603,80.1085692128732,67.5455602946879,88.1737107405971,73.6331911593641,97.6347421481194,93.9511438542071,93.0981000387747,89.3369523070958,91.7022101589763,62.582396277627,82.9003489724699,90.034897246995,96.7041488949205,93.3695230709577,97.1306708026367,98.1000387747189,45.0174486234975,64.2884839084917,43.8542070569988,69.1353237689027,74.0984877859636,56.4172159751842,61.7293524621947,88.4839084916634,71.6556804963164,89.2206281504459,11.5160915083366,91.663435440093,2.48130600876753,3.74932444226167,1,2,2,5
"(3S,8R)-3-(2,3-dihydroxy-4-methoxyphenyl)-5-hydroxy-8-methyl-8-(4-methylpent-3-enyl)-2,3-dihydropyrano[2,3-h]chromen-4-one  ",COc1ccc([C@H]2COc3c4c(cc(O)c3C2=O)O[C@](C)(CCC=C(C)C)C=C4)c(O)c1O,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,COc1ccc([C@H]2COc3c4c(cc(O)c3C2=O)O[C@](C)(CCC=C(C)C)C=C4)c(O)c1O,"InChI=1S/C26H28O7/c1-14(2)6-5-10-26(3)11-9-16-20(33-26)12-18(27)21-22(28)17(13-32-25(16)21)15-7-8-19(31-4)24(30)23(15)29/h6-9,11-12,17,27,29-30H,5,10,13H2,1-4H3/t17-,26-/m1/s1",UHIRAJMFBJREAS-WGDIFIGCSA-N,452.503,5.08160000000001,7,3,3,0.429001297151004,2,105.45,0.559784108400345,0.288953456282616,0.608195769786835,0.269887784123421,0.493135631084442,0.0808201186358928,0.505994516611099,0.090717988461256,0.20308796018362,0.74109628200531,0.687578094005585,0.110779215395451,0.158802741020918,0.777178633213043,0.995714211463928,0.0942912258207798,0.0261786844581365,0.592540639638901,0.46568683385849,0.172924563288689,0.194763988256454,0.156069767475128,0.741476237773895,0.927937412261963,0.644991207122803,0.233646364510059,0.552478736639023,0.817178821563721,0.697677797079086,0.355386924743652,0.613813757896423,-5.20439501896448,61.8868794948918,80.3541493071777,30.725215833099,-7.6567157713162,3.09353560213192,2.97358535271542,100.995320103203,-5.83818419674414,17.3607252028967,75.7270259790617,89.1818534315626,77.3555641721598,77.2586273749515,20.9189608375339,37.6114773167895,68.8639007367197,70.4536642109345,86.1574253586662,17.8363706863125,26.5219077161691,74.29236138038,83.714618069019,29.2749127568825,90.4226444358278,46.2582396277627,73.7107405971307,79.0228770841411,86.8553702985653,40.8297789841024,61.3803799922451,69.716944552152,50.0193873594416,90.3838697169446,53.3152384645211,94.7266382318728,96.4327258627375,92.7103528499418,79.3330748352074,93.9899185730903,49.1663435440093,95.7735556417216,90.3838697169446,95.153160139589,97.5184179914696,95.8898797983714,98.6428848390849,42.264443582784,68.9802248933695,36.6421093447073,71.6944552151997,91.0042652190772,76.1147731678945,69.6006203955021,82.9003489724699,80.2248933695231,92.2838309422257,6.32027917797596,97.1306708026367,2.93163310097623,4.16203125269382,1,0,0,12
"(2R,7S)-7-(2,3-dihydroxy-4-methoxyphenyl)-5-hydroxy-2-methyl-2-(4-methylpent-3-enyl)-7,8-dihydropyrano[3,2-g]chromen-6-one ",COc1ccc([C@H]2COc3cc4c(c(O)c3C2=O)C=C[C@@](C)(CCC=C(C)C)O4)c(O)c1O,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,COc1ccc([C@H]2COc3cc4c(c(O)c3C2=O)C=C[C@@](C)(CCC=C(C)C)O4)c(O)c1O,"InChI=1S/C26H28O7/c1-14(2)6-5-10-26(3)11-9-16-19(33-26)12-20-21(22(16)27)23(28)17(13-32-20)15-7-8-18(31-4)25(30)24(15)29/h6-9,11-12,17,27,29-30H,5,10,13H2,1-4H3/t17-,26-/m1/s1",BFGWTNSLVFLZPM-WGDIFIGCSA-N,452.503,5.08160000000001,7,3,3,0.429001297151004,2,105.45,0.544596230983734,0.272242483496666,0.663315010070801,0.241244068741798,0.496682053804398,0.089414120465517,0.510264748334885,0.0882056511938571,0.164377291500568,0.729955279827118,0.680748331546784,0.114914859831333,0.161091607064009,0.807384014129639,0.99605119228363,0.0689073741436004,0.0241096507757902,0.63071084022522,0.436500602960587,0.149805235862732,0.181845572590828,0.147929167747498,0.75317577123642,0.930908954143524,0.625808346271515,0.240370027720928,0.537546920776367,0.82998925447464,0.662744134664536,0.325605291128159,0.607157319784164,-5.23827641934801,67.4630719614364,86.044898418585,16.3509493628975,-7.61526567222933,3.03377149986091,3.07462048417422,101.47711525223,-5.97372831978125,15.075404463031,75.7270259790617,89.1818534315626,77.3555641721598,77.2586273749515,20.9189608375339,37.6114773167895,68.8639007367197,70.4536642109345,85.4207056998837,16.9833268708802,31.4075222954634,72.7801473439318,83.8309422256689,32.5319891430787,90.5389685924777,45.6378441256301,70.4148894920512,77.5106630476929,86.4676231097325,41.993020550601,61.8844513377278,72.276075998449,50.872431174874,87.9022877084141,50.2132609538581,95.3858084528887,95.9286545172547,91.7409848778597,77.2004652966266,93.6021713842575,50.0193873594416,95.9674292361381,89.6859247770454,95.2307095773556,97.440868553703,96.238852268321,98.3714618069019,38.4257464133385,68.5537029856534,34.7809228383094,75.3780535091121,92.865451725475,62.8150445909267,69.7944939899186,80.5350911205894,82.3962776269872,92.9042264443583,5.62233423807677,96.1613028305545,2.8687847874535,4.10981755869551,1,0,0,12
"3-methoxy-6-[(3S,8R)-8-methyl-8-(4-methylpent-3-enyl)-3,4-dihydro-2H-pyrano[2,3-f]chromen-3-yl]benzene-1,2-diol",COc1ccc([C@H]2COc3c(ccc4c3C=C[C@@](C)(CCC=C(C)C)O4)C2)c(O)c1O,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan,COc1ccc([C@H]2COc3c(ccc4c3C=C[C@@](C)(CCC=C(C)C)O4)C2)c(O)c1O,"InChI=1S/C26H30O5/c1-16(2)6-5-12-26(3)13-11-20-21(31-26)9-7-17-14-18(15-30-25(17)20)19-8-10-22(29-4)24(28)23(19)27/h6-11,13,18,27-28H,5,12,14-15H2,1-4H3/t18-,26-/m1/s1",GRHKVSQNMXZXME-WXTAPIANSA-N,422.521,5.73580000000001,5,2,3,0.475301514273116,2,68.15,0.467831194400787,0.588497650623322,0.597890913486481,0.623320925235748,0.869329690933228,0.165437737107277,0.699116444587708,0.327838605642319,0.449099272489548,0.857801508903503,0.759535670280457,0.120818955078721,0.100479830056429,0.50093731880188,0.99952609539032,0.0199675183743238,0.013811120390892,0.630525475740433,0.464152008295059,0.199705961346626,0.26438604593277,0.152454204857349,0.864512741565704,0.931918299198151,0.704084515571594,0.0908662848174572,0.722188353538513,0.784295547008514,0.550657051801682,0.549375903606415,0.872593200206757,-5.44676253557623,79.2068248924983,96.1155755506828,-7.43897587578132,-6.32887557306577,2.54255935359096,4.06191114021484,101.024718217787,-5.75018490676933,7.65339024166836,70.2210158976347,93.0205506010081,59.1120589375727,60.8569212873207,20.9189608375339,43.8542070569988,68.8639007367197,45.0949980612641,80.4187669639395,36.4482357502908,25.5913144629701,86.7002714230322,96.1225281116712,54.0907328421869,94.6490887941062,76.2698720434277,84.4125630089182,95.8511050794882,89.4920511826289,43.1562621170997,51.2214036448236,54.1682822799535,73.4005428460644,66.614967041489,33.2687088018612,95.3858084528887,96.3939511438542,93.6021713842575,86.1574253586662,93.7572702597906,61.2252811167119,95.9674292361381,92.7491275688251,87.1655680496316,98.7979837146181,94.9592865451726,96.898022489337,62.1946490887941,83.7921675067856,25.2811167119038,82.0085304381543,94.9205118262893,23.3811554866227,80.7289647150058,51.0663047692904,95.8123303606049,92.322605661109,6.90189996122528,85.8084528887166,2.77231449461635,3.97805196610548,2,0,1,11
"(1S,6R,13S)-6-(3-hydroxyprop-1-en-2-yl)-16,17-dimethoxy-2,7-dioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one ",C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,"InChI=1S/C24H24O6/c1-12(11-25)19-10-16-17(29-19)7-5-14-23(26)22-15-9-21(28-3)20(27-2)8-13(15)4-6-18(22)30-24(14)16/h5,7-9,18-19,22,25H,1,4,6,10-11H2,2-3H3/t18-,19+,22-/m0/s1",YHEGBJXTYKBOPT-JQVVWYNYSA-N,408.45,3.2295,6,1,4,0.783376422138545,3,74.22,0.468610870838165,0.692342102527618,0.915594065189362,0.111853706091642,0.408263206481934,0.177224017679691,0.311610525846481,0.241420666873455,0.0390095382928848,0.859184741973877,0.625910294055939,0.0907123528420925,0.108669990301132,0.664568328857422,0.999757540225983,0.0516163282096385,0.160496127605438,0.394647961854935,0.150987333059311,0.0161837823688983,0.172807392477989,0.0490500453859567,0.933429205417633,0.946273756027222,0.548645639419556,0.189325180649757,0.054838627576828,0.527049905061722,0.310730111598969,0.0877625554800033,0.682146692276001,-4.70805146043009,49.6754553105828,55.1872758329874,77.085845028128,-9.44645537337934,3.64710118680428,2.87800126996244,83.9227081072181,-3.77596207340423,9.82484307621749,67.0414889492051,65.141527723924,69.5036835982939,36.6808840635905,63.8037999224506,86.5063978286158,75.436215587437,48.7010469174099,80.4187669639395,46.025591314463,78.6351298953083,61.8069018999612,79.2555253974409,56.9600620395502,83.0554478480031,70.0659170221016,46.7623109732454,95.9286545172547,84.2962388522683,34.7421481194261,53.1213648701047,63.0864676231097,79.0228770841411,84.9166343544009,90.5389685924777,90.2287708414114,80.4575416828228,47.6541295075611,75.3392787902288,83.4819697557193,74.7964327258627,96.898022489337,86.1186506397829,93.4858472276076,75.8433501357115,86.5063978286158,90.849166343544,4.07134548274525,71.2679333074835,67.0414889492051,62.0783249321442,80.5350911205894,93.0981000387747,52.1519968980225,94.9592865451726,77.7045366421094,61.9620007754944,36.2543621558744,91.0430399379604,1.89266919172587,3.99209012932804,2,1,2,7
"(1S,6R,13R)-13-hydroxy-6-(3-hydroxyprop-1-en-2-yl)-16,17-dimethoxy-2,7-dioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,Isoflavonoids,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,"InChI=1S/C24H24O7/c1-12(11-25)18-9-15-17(30-18)6-5-14-22(15)31-21-7-4-13-8-19(28-2)20(29-3)10-16(13)24(21,27)23(14)26/h5-6,8,10,18,21,25,27H,1,4,7,9,11H2,2-3H3/t18-,21+,24-/m1/s1",LGFUYFYSLOKZPS-UTSGNWPNSA-N,424.449,2.3335,7,2,4,0.727787415011153,3,94.45,0.457439702749252,0.552550286054611,0.917760241031647,0.0277719978243112,0.265402163565159,0.10721023157239,0.183798579871655,0.0969300687313079,0.0353515185415744,0.830191028118134,0.510293966531754,0.0917950347065925,0.0961435571312904,0.777208518981934,0.999429309368134,0.0393057629466056,0.112012819945812,0.421111845970154,0.155787804722786,0.0101005820557475,0.109825415164232,0.0281421614810824,0.90299836397171,0.901867485046387,0.394660866260529,0.0949993357062339,0.0279140515252947,0.496438694000244,0.269457280635834,0.0587382584810256,0.494254958629608,-4.9161501238325,34.0568331218891,62.882130140645,41.5858322790708,-10.3668219381437,3.62697540679729,1.90325275394267,80.8530610160302,-3.28637377391573,11.3840130686905,70.4536642109345,50.2132609538581,77.3555641721598,60.8569212873207,63.8037999224506,78.596355176425,75.436215587437,63.7068631252423,79.9534703373401,33.8503295851105,79.2555253974409,44.9786739046142,70.0659170221016,37.8829003489725,74.9127568825126,47.9643272586274,44.9786739046142,92.0899573478093,80.1473439317565,34.9747964327259,50.4846839860411,69.716944552152,71.8495540907328,80.9228383094223,87.6308646762311,90.9267157813106,80.9228383094223,36.2543621558744,59.9069406746801,76.2310973245444,67.429236138038,93.679720822024,77.6269872043428,87.747188832881,63.7844125630089,85.459480418767,89.104303993796,1.43466459868166,63.2027917797596,53.9356339666537,47.9643272586274,84.1799146956185,83.2105467235363,42.4970918960838,94.4552151996898,58.278402481582,57.5804575416828,45.0949980612641,93.0593253198914,2.12117306397801,4.14198995154191,0,1,2,8
Ancistrocladine,COc1cc(O)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1[C@H](C)N[C@@H](C)C2,Isoquinolines and derivatives,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids,COc1cc(O)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1[C@H](C)N[C@@H](C)C2,"InChI=1S/C25H29NO4/c1-13-10-20(29-5)25-16(8-7-9-19(25)28-4)22(13)24-17-11-14(2)26-15(3)23(17)21(30-6)12-18(24)27/h7-10,12,14-15,26-27H,11H2,1-6H3/t14-,15-/m0/s1",XUFOYASAFNKRRE-GJZGRUSLSA-N,407.51,5.14182,5,2,3,0.626946448413658,2,59.95,0.433581531047821,0.452275460958481,0.704492151737213,0.809282886981964,0.369432938098908,0.202844181656837,0.155465315282345,0.661397033929825,0.406891983747482,0.852079367637634,0.465866929292679,0.156778242439032,0.164916649460793,0.635510194301605,0.996731531620026,0.02518673799932,0.0143779603764414,0.645298087596893,0.263359476625919,0.114444313943386,0.0929487437009811,0.0672592286020517,0.860535752773285,0.764878010749817,0.359120804071426,0.10716090798378,0.362069970369339,0.590668654441834,0.593482625484467,0.438676363229752,0.926438677310944,-5.29205154001087,34.9102435686715,42.9737563633941,46.336070122445,-7.55953275853015,2.38384909839358,3.01594120104085,86.0354797821377,-5.32171247265699,4.9362818941641,67.0027142303218,89.6083753392788,59.1120589375727,60.8569212873207,20.9189608375339,64.2109344707251,68.8639007367197,38.2318728189221,78.4024815820085,27.6463745637844,37.1849554090733,92.4777045366421,77.0453664210935,62.9313687475766,72.4699495928655,92.6328034121753,83.1329972857697,95.1143854207057,78.867778208608,50.3683598293912,62.1946490887941,61.3028305544785,53.0050407134548,72.5862737495153,34.6258239627763,95.696006203955,89.3369523070958,89.1430787126793,52.1907716169058,87.5533152384645,60.6824350523459,86.7002714230322,75.2229546335789,89.0267545560295,95.5409073284219,88.8716556804963,97.5184179914696,51.4928266770066,89.9961225281117,32.1054672353625,48.9724699495929,73.3229934082978,85.9635517642497,70.3373400542846,40.7910042652191,81.0779371849554,65.6455990694067,10.4691740984878,74.0597130670803,1.66407014771985,3.56307695632593,2,0,1,11
