smile,score_1syh,score_6y2f,score_4lde
COc1ccc(-c2cc(=O)c3c(O[C@@H](C)C[N+](C)(C)C)cc([O-])cc3o2)cc1,10.7,-6.2,-8.5
COc1ccc(-c2cc(=O)c3c(O[C@H](C)C[N+](C)(C)C)cc([O-])cc3o2)cc1,9.5,-6.4,-8.2
COc1ccc2c(=O)c(-c3ccc(O)cc3O)coc2c1,0.4,-7.2,-9.9
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,-1.6,-6.5,-9.5
COc1ccc(-c2coc3cc([O-])ccc3c2=O)cc1O,10000,10000,10000
COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,-6.0,-6.2,-8.0
COc1cc(-c2coc3cc([O-])ccc3c2=O)ccc1O,10000,10000,10000
Cc1cc2occ(-c3ccc(O)cc3)c(=O)c2cc1C,1.8,-6.4,-10.4
COc1ccc(-c2coc3cc(O)c(OC)cc3c2=O)cc1,-6.3,-6.4,-7.8
COc1ccc(-c2coc3cc(OC)c(O)cc3c2=O)cc1,-4.3,-6.6,-7.7
COc1ccc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc1,-3.3,-6.9,-8.1
COc1ccc(-c2coc3cc([O-])c(O)cc3c2=O)cc1,10000,10000,10000
COc1ccc(-c2coc3cc([O-])ccc3c2=O)cc1OC,10000,10000,10000
COc1cccc(-c2coc3cc([O-])ccc3c2=O)c1,10000,10000,10000
COc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1OC,-1.2,-5.9,-6.6
CC[C@@H](COC)Oc1c(OC)c(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,1.9,-6.3,-7.8
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1OCCOC(C)C,1.9,-6.8,-9.4
CC[C@H](COC)Oc1c(OC)c(O)cc2occ(-c3ccc(O)cc3)c(=O)c12,2.6,-6.6,-8.0
COc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1,0.1,-6.1,-7.4
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1OCC[C@H](C)OC,1.1,-6.8,-9.4
CC[C@H](COc1c(OC)c(O)cc2occ(-c3ccc(O)cc3)c(=O)c12)OC,2.0,-6.7,-7.9
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1OCC[C@@H](C)OC,2.3,-6.8,-9.0
CC[C@@H](COc1c(OC)c(O)cc2occ(-c3ccc(O)cc3)c(=O)c12)OC,1.7,-6.5,-7.6
COc1cc(O)c(-c2coc3cc([O-])ccc3c2=O)c(OC)c1CC=C(C)C,10000,10000,10000
COc1c(O)cc(-c2coc3cc([O-])cc(O)c3c2=O)cc1CC=C(C)C,10000,10000,10000
COc1ccc(-c2coc3cc(OCC(N)=O)ccc3c2=O)cc1OC,-1.8,-7.5,-7.5
Cc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,-4.0,-6.7,-10.4
COc1cc([O-])cc2occ(-c3ccc(O)cc3O)c(=O)c12,10000,10000,10000
COc1ccc(-c2coc3cc([O-])cc(O)c3c2=O)cc1O,10000,10000,10000
COc1cc(O)c2c(=O)c(-c3ccc(O)c(OC)c3)coc2c1,3.4,-6.6,-10.2
COc1cc([O-])c2c(=O)c(-c3ccc(O)cc3O)coc2c1,10000,10000,10000
COc1ccc(-c2coc3c(C)c(O)ccc3c2=O)cc1,-4.9,-6.7,-9.0
COc1cccc(-c2coc3cc(OC)c(OC)cc3c2=O)c1,2.0,-6.0,-8.2
COc1ccc(-c2coc3cc([O-])c(OC)c(O)c3c2=O)cc1,10000,10000,10000
COc1ccc(-c2coc3cc(OC)c(Cl)cc3c2=O)cc1,-3.3,-6.0,-7.7
COc1ccc(-c2coc3cc([O-])cc(O)c3c2=O)cc1,10000,10000,10000
CC(C)=CCc1cc(-c2coc3cc([O-])ccc3c2=O)ccc1O,10000,10000,10000
COc1cc(-c2coc3cc([O-])cc(O)c3c2=O)ccc1O,10000,10000,10000
COc1ccc(-c2coc3cc([O-])cc(O)c3c2=O)cc1OC,10000,10000,10000
COc1ccc(-c2coc3cc(OC)c(OC)c(OC)c3c2=O)cc1,-1.6,-5.7,-6.2
C#C[C@@H](C)Oc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,10000,10000,10000
C#C[C@H](C)Oc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,10000,10000,10000
CCOc1cccc(-c2coc3cc(C)ccc3c2=O)c1,-3.8,-6.3,-8.5
CC[C@@H](CC(=O)OC)Oc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,5.0,-6.9,-10.3
CCOC(=O)C[C@@H](C)Oc1c(O)ccc2c(=O)c(-c3ccc(O)cc3)coc12,1.8,-6.8,-10.0
COc1ccc(-c2coc3c(C)c(OC)ccc3c2=O)cc1,-3.8,-6.4,-9.1
COc1cc(OC)c(-c2coc3cc([O-])cc(O)c3c2=O)cc1OC,10000,10000,10000
COc1ccc(-c2coc3cc([O-])cc(C)c3c2=O)cc1,10000,10000,10000
COc1ccc(-c2coc3cc([O-])cc(OC)c3c2=O)cc1OC,10000,10000,10000
CC(C)=CCc1c([O-])ccc2c(=O)c(-c3ccc(O)cc3)coc12,10000,10000,10000
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OCC)c(OC)c1,1.7,-5.6,-5.2
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1,-0.5,-5.6,-7.2
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(O)c(OC)c1,-2.5,-5.8,-5.5
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(OC)c1OCC,0.8,-5.3,-4.6
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OC)c(O)c1,-0.9,-5.8,-6.2
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(Br)cc1,0.5,-5.6,-6.2
CCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OC,-0.5,-5.5,-6.5
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OCC)cc1,0.2,-5.7,-6.7
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OC)cc1,-0.4,-5.6,-7.1
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(Br)c1,-2.4,-5.5,-4.4
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(OC)c1,-3.3,-5.7,-6.7
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(OCC)c1,-1.9,-5.8,-6.4
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccccc1OC,-2.4,-5.4,-5.8
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC)c(Br)c1,-0.5,-5.6,-7.3
CCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OCC,0.1,-5.7,-5.7
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(O)cc1,-2.3,-5.5,-6.7
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccccc1Br,-2.8,-5.4,-6.3
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(F)cc1,-4.1,-5.5,-5.8
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(Cl)cc1,-2.4,-5.5,-7.3
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccccc1OCC,-2.5,-5.0,-5.7
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(O)c1,-4.3,-5.7,-6.9
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(C(F)(F)F)cc1,0.4,-5.7,-7.2
CCOc1cc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)ccc1O,-2.9,-6.0,-6.8
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(F)c1,-3.5,-5.4,-7.0
CCCOc1ccc(C2C(C(=O)OCC)=CN(C)C=C2C(=O)OCC)cc1,1.2,-5.6,-7.2
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1cccc(Cl)c1,-3.0,-5.4,-7.1
CCCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1OC,0.1,-5.4,-7.0
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(C(C)C)cc1,-1.3,-5.8,-7.8
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccc(O)c(OC)c1,-0.5,-6.1,-7.2
CCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1Cl,0.0,-5.6,-7.5
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccc(OC(F)(F)F)cc1,10000,10000,10000
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cc(Cl)c(O)c(OC)c1,-2.3,-5.8,-6.8
CCOc1ccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)cc1,-1.6,-5.4,-7.1
CCOc1cccc(C2C(C(=O)OC)=CN(C)C=C2C(=O)OC)c1,-4.0,-5.6,-6.4
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccc(OC)c(O)c1,0.6,-6.4,-6.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(F)c(Br)c1,-3.6,-5.5,-7.3
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC)c(O)c1,-4.2,-5.6,-6.7
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC(C)C)c(OC)c1,0.8,-5.7,-7.4
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(Br)cc1,-3.0,-5.4,-7.2
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccc(OCC)cc1,4.3,-5.9,-6.7
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(Br)c1,-4.7,-5.3,-7.0
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1cccc(OC)c1,-0.8,-6.0,-6.9
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1cccc(OCC)c1,0.2,-5.7,-6.9
CCOc1ccc(C2C(C(=O)OC)=C(C)N(C)C(C)=C2C(=O)OC)cc1OC,2.6,-6.0,-6.1
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1ccc(OC)cc1,-3.2,-5.4,-6.6
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cccc(OC)c1,-5.5,-5.5,-6.9
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cc(OC)ccc1OC,-1.1,-5.4,-6.4
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccc(OC)cc1,0.8,-6.0,-7.1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OC)c(OC)c1,2.1,-5.6,-5.2
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1cccc(O)c1,-2.3,-6.4,-6.7
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccc(F)cc1,-2.7,-6.1,-6.8
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccccc1Cl,-2.6,-5.4,-6.3
CCOC(=O)C1=CN(C)C=C(C(=O)OCC)C1c1ccccc1F,-3.0,-5.5,-6.8
COC(=O)C1=CN(C)C=C(C(=O)OC)C1c1cc(Br)ccc1OC,-1.3,-5.3,-6.0
CCOc1ccccc1C1C(C(=O)OC)=CN(C)C=C1C(=O)OC,-3.4,-5.2,-6.4
CCOC(=O)C1=CN(C(C)C)C=C(C(=O)OCC)C1c1ccccc1OC,-1.7,-5.4,-6.1
CCOc1ccc([C@H](C)NC(=O)c2ccccc2)cc1OCC,-3.8,-5.8,-8.9
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2)cc1OCC,-3.2,-5.9,-8.7
CCOc1ccccc1C(C)NC(=O)c1ccc(O)c(Cl)c1,-0.4,-6.2,-9.5
CCOc1ccccc1C(C)NC(=O)c1ccc(Cl)c(O)c1,-0.0,-6.1,-9.4
CCc1cc(OC)c(OC)cc1[C@@H](C)NC(=O)c1ccccc1,-0.2,-5.8,-7.8
CCOc1cc(C(=O)N[C@@H](C)c2ccccc2)cc(OCC)c1OCC,5.1,-6.2,-8.4
CCOc1ccc(C(=O)N[C@@H](C)c2ccccc2)cc1OCC,2.7,-6.0,-8.7
CCOc1ccc(C(=O)NC(C)c2ccccc2OCC)cc1OCC,2.8,-6.3,-8.6
CCOc1cc(C(=O)NC(C)c2ccccc2)cc(OCC)c1OCC,5.2,-6.1,-8.1
CCOc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1OCC,4.1,-5.9,-8.9
CCOc1cc(C(=O)N[C@H](C)c2ccccc2)cc(OCC)c1OCC,4.7,-6.0,-8.2
CCc1cc(OC)c(OC)cc1[C@H](C)NC(=O)c1ccccc1,-0.9,-5.9,-8.0
CCOc1ccc(C(=O)NC(C)c2ccccc2)cc1OCC,1.5,-6.0,-8.8
CCOc1ccc([C@H](C)NC(=O)c2ccccc2)cc1OC,-3.2,-5.7,-9.0
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2)cc1OC,-3.3,-5.9,-8.5
CCOc1cc(C(=O)N[C@H](C)c2ccccc2)cc(Cl)c1[O-],10000,10000,10000
CCOc1cc(C(=O)N[C@@H](C)c2ccccc2)cc(Cl)c1[O-],10000,10000,10000
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2Cl)cc1OCC,-1.6,-5.7,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccccc2Cl)cc1OCC,-2.6,-6.0,-9.2
CCOc1c(Cl)cc(C(=O)N[C@H](C)c2ccccc2)cc1OC,3.9,-5.7,-8.7
CCOc1c(Cl)cc(C(=O)N[C@@H](C)c2ccccc2)cc1OC,3.1,-6.1,-9.3
CCOc1ccc(C(=O)NC(C)c2ccccc2OCC)cc1,1.1,-5.6,-8.6
CCOc1ccc([C@H](NC(=O)c2ccccc2)C(C)C)cc1OCC,-1.9,-6.0,-8.5
CCOc1ccc([C@H](C)NC(=O)c2ccc(Cl)cc2)cc1OCC,4.3,-6.0,-8.5
CCOc1ccc([C@@H](C)NC(=O)c2ccc(Cl)cc2)cc1OCC,2.6,-6.1,-8.4
CCOc1cc(C(=O)NC(C)c2ccccc2C)cc(OCC)c1OCC,4.6,-6.3,-8.7
CCOc1ccccc1[C@@H](C)NC(=O)c1cc(OC)c(OC)cc1Cl,2.9,-6.2,-8.9
CCOc1ccccc1[C@H](C)NC(=O)c1cc(OC)c(OC)cc1Cl,0.9,-6.0,-8.4
CCOc1ccccc1[C@@H](C)NC(=O)c1ccc(Cl)c(S(C)(=O)=O)c1,4.6,-6.1,-9.6
CCOc1ccccc1[C@H](C)NC(=O)c1ccc(Cl)c(S(C)(=O)=O)c1,4.2,-5.9,-9.0
COc1cc(C)c([C@H](C)NC(=O)c2ccccc2)cc1OC,-3.4,-5.7,-8.2
COc1cc(C)c([C@@H](C)NC(=O)c2ccccc2)cc1OC,-3.0,-5.9,-8.0
COc1cc(F)c([C@H](C)NC(=O)c2ccccc2)cc1OC,-4.3,-6.0,-9.2
COc1cc(Br)c([C@H](C)NC(=O)c2ccccc2)cc1OC,-0.1,-5.9,-8.4
CCOc1ccc([C@@H](C)NC(=O)c2ccc(C(=O)NC(C)C)cc2)cc1OCC,40.7,-6.1,-9.0
COc1cc(F)c([C@@H](C)NC(=O)c2ccccc2)cc1OC,-3.8,-6.0,-9.1
COc1cc(Br)c([C@@H](C)NC(=O)c2ccccc2)cc1OC,-1.1,-5.7,-7.6
CCOc1ccc([C@H](C)NC(=O)c2ccc(C(=O)NC(C)C)cc2)cc1OCC,16.6,-6.0,-9.5
CCOc1cc(C(=O)NC(C)c2ccccc2OCC)ccc1C,2.1,-5.8,-9.2
CCOc1ccc(C(=O)NC(C)c2ccccc2OCC)cc1C,2.7,-5.8,-9.3
CCOc1ccccc1C(C)NC(=O)c1ccc(OC(C)C)cc1,3.8,-5.7,-9.3
CCCOc1ccc(C(=O)N[C@H](C)c2ccccc2)cc1OCC,3.1,-5.8,-8.7
CCCOc1ccc(C(=O)NC(C)c2ccccc2)cc1OCC,5.1,-5.9,-8.9
CCCOc1ccc(C(=O)N[C@@H](C)c2ccccc2)cc1OCC,3.0,-6.0,-8.7
CCOc1ccccc1C(C)NC(=O)c1ccc(S(C)=O)cc1,10000,10000,10000
CCOc1ccccc1C(C)NC(=O)c1ccc(OC)c(OC)c1,1.3,-5.5,-8.7
CCOc1ccc([C@@H](C)NC(=O)c2ccc([O-])c(Cl)c2)cc1OCC,10000,10000,10000
CCOc1ccc([C@H](C)NC(=O)c2ccc([O-])c(Cl)c2)cc1OCC,10000,10000,10000
CCOc1ccc([C@@H](C)NC(=O)c2ccc(O)c(Cl)c2)cc1OCC,4.2,-6.4,-8.4
CCOc1ccc([C@H](C)NC(=O)c2ccc(O)c(Cl)c2)cc1OCC,2.3,-6.3,-9.7
CC(C)Oc1ccccc1[C@@H](C)NC(=O)c1ccccc1,-3.1,-5.7,-9.3
CC(C)Oc1ccccc1[C@H](C)NC(=O)c1ccccc1,-3.4,-5.7,-8.6
CCOc1ccc([C@H](C)NC(=O)c2ccc(C(C)=O)cc2)cc1OCC,8.3,-6.2,-8.8
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2OCC)cc1OCC,1.5,-6.0,-8.9
CCOc1ccc(C(C)NC(=O)c2ccccc2OCC)cc1OCC,0.7,-5.9,-8.9
CCOc1ccc(C(=O)NC(C)c2ccc(OCC)c(OCC)c2)cc1,7.1,-5.9,-8.8
CCOc1ccc([C@@H](C)NC(=O)c2ccc(C(C)=O)cc2)cc1OCC,9.5,-6.4,-8.7
CCOc1ccc([C@H](C)NC(=O)c2ccccc2OCC)cc1OCC,-0.2,-5.9,-8.7
CCOc1ccc([C@@H](C)NC(=O)c2ccc(C)cc2)cc1OCC,1.6,-6.0,-8.5
CCOc1ccc([C@H](C)NC(=O)c2ccc(C)cc2)cc1OCC,2.8,-6.0,-8.7
CCOc1ccc([C@H](C)NC(=O)c2cccc(C(=O)NC)c2)cc1OCC,4.6,-6.3,-9.4
CCOc1ccc([C@@H](C)NC(=O)c2cccc(C(=O)NC)c2)cc1OCC,5.7,-6.7,-8.7
CCOc1ccccc1C(C)NC(=O)c1cccc(O)c1Cl,-3.3,-6.0,-9.3
CCOc1ccccc1C(C)NC(=O)c1ccc(O)c(C)c1,-0.8,-6.1,-9.5
CCOc1ccccc1C(=O)N[C@@H](C)c1cc(OC)c(OC)cc1C,0.4,-5.9,-7.9
CCOc1ccccc1C(=O)N[C@H](C)c1cc(OC)c(OC)cc1C,-0.2,-5.8,-9.2
CCOc1ccccc1C(C)NC(=O)c1ccc(C)c(O)c1,-0.1,-6.2,-9.5
CCOc1ccccc1C(C)NC(=O)c1ccccc1OC,-3.8,-5.6,-8.8
CCOc1ccc([C@@H](C)NC(=O)c2ccc(C(=O)OC)cc2)cc1OCC,10.7,-6.3,-9.2
CCOc1ccc([C@@H](C)NC(=O)c2ccc(N)cc2)cc1OCC,0.4,-6.2,-8.2
CCOc1ccc([C@@H](C)NC(=O)c2ccc(F)cc2)cc1OCC,-0.5,-6.0,-8.4
CCOc1ccc([C@H](C)NC(=O)c2ccc(F)cc2)cc1OCC,0.3,-6.1,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccc(N)cc2)cc1OCC,1.6,-6.3,-9.2
CCOc1ccc([C@H](C)NC(=O)c2ccc(C(=O)OC)cc2)cc1OCC,10.5,-6.3,-9.0
CCOc1ccccc1C(C)NC(=O)c1ccc(Br)c(O)c1,1.8,-5.8,-9.4
COc1ccc([C@H](C)NC(=O)c2ccccc2)c(Cl)c1,-3.7,-5.9,-9.1
CCOc1ccc(C(C)NC(=O)c2ccccc2)cc1OC,-2.9,-5.9,-8.6
CCOc1ccc(C(C)NC(=O)c2ccccc2Cl)cc1OCC,-0.4,-5.7,-8.9
CCOc1ccc(C(C)NC(=O)c2ccc(Cl)cc2)cc1OCC,3.1,-6.0,-8.4
COc1cc(C)c(C(C)NC(=O)c2ccccc2)cc1OC,-3.7,-5.8,-8.0
COc1cc(F)c(C(C)NC(=O)c2ccccc2)cc1OC,-4.2,-5.8,-8.4
CCOc1ccc(C(C)NC(=O)c2ccc(O)c(Cl)c2)cc1OCC,0.9,-6.4,-8.4
CCOc1ccc(C(C)NC(=O)c2ccc(O)cc2)cc1OCC,-0.1,-6.2,-8.2
CCOc1ccc(C(C)NC(=O)c2ccc(C)cc2)cc1OCC,3.0,-5.9,-8.4
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2Cl)cc1OC,-0.3,-5.9,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccccc2Cl)cc1OC,-3.2,-5.6,-9.1
CCOc1ccc(C(C)NC(=O)c2ccccc2Cl)cc1OC,-0.3,-5.9,-8.8
CCOc1ccc(C(C)NC(=O)c2ccc(N)cc2)cc1OCC,0.4,-6.2,-8.2
CCOc1ccc(C(C)NC(=O)c2ccc(Br)cc2)cc1OCC,5.2,-6.1,-8.3
CCOc1ccc(C(C)NC(=O)c2ccc(F)cc2)cc1OCC,-0.5,-6.0,-8.1
CCOc1ccc([C@H](C)NC(=O)c2ccc(Cl)cc2)cc1OC,4.4,-5.9,-8.9
CCOc1ccc([C@@H](C)NC(=O)c2ccc(Cl)cc2)cc1OC,3.4,-6.0,-8.9
CCOc1ccc(C(C)NC(=O)c2ccc(Cl)cc2)cc1OC,3.2,-6.1,-8.9
CCOc1ccc(C(C)NC(=O)c2cccc(CC(=O)O)c2)cc1OCC,6.5,-6.6,-9.7
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2C)cc1OCC,-2.5,-5.6,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccc(CO)cc2)cc1OCC,7.2,-6.3,-9.1
CCOc1ccc([C@H](C)NC(=O)c2ccccc2C)cc1OCC,-4.0,-5.8,-9.2
CCOc1ccc([C@@H](C)NC(=O)c2ccc(CO)cc2)cc1OCC,5.9,-6.3,-8.5
CCOc1ccc([C@@H](C)NC(=O)c2ccc(CF)cc2)cc1OCC,5.3,-6.0,-8.3
CCOc1ccc([C@@H](C)NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,10000,10000,10000
CCOc1ccc(C(C)NC(=O)c2ccccc2C)cc1OCC,-1.9,-5.9,-9.0
CCOc1ccc(C(C)NC(=O)c2cccc(Cl)c2)cc1,-0.9,-5.9,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccc(C(C)(C)C)cc2)cc1OCC,10000,10000,10000
CCOc1ccc(C(C)NC(=O)c2ccccc2O)cc1OCC,-1.1,-6.1,-9.4
CCOc1ccc([C@H](C)NC(=O)c2ccc(CF)cc2)cc1OCC,7.4,-6.0,-8.6
CCOc1ccc([C@@H](C)NC(=O)c2cccc(Cl)c2)cc1,-0.7,-5.8,-9.0
CCOc1ccc([C@H](C)NC(=O)c2cccc(Cl)c2)cc1,-0.6,-5.9,-9.0
CCOc1ccc(C(C)NC(=O)c2cccc(CO)c2)cc1OCC,1.4,-6.3,-8.7
CCOc1ccc(C(C)NC(=O)c2ccccc2Cl)cc1,-2.1,-5.6,-9.0
CCOc1ccc([C@H](C)NC(=O)c2ccccc2F)cc1OCC,-3.5,-5.9,-8.9
CCOc1ccc([C@H](C)NC(=O)c2ccccc2Cl)cc1,-3.4,-5.7,-9.1
CCOc1ccc([C@@H](C)NC(=O)c2ccccc2F)cc1OCC,-2.8,-6.0,-9.1
CCOc1ccc(C(C)NC(=O)c2cc(C)cc(C)c2)cc1OCC,4.3,-6.2,-8.9
CCOc1ccc(C(C)NC(=O)c2c(O)cccc2Cl)cc1OCC,-0.5,-6.3,-9.6
CCOc1ccc(C(C)NC(=O)c2cccc(C)c2Cl)cc1OCC,0.8,-6.1,-9.1
CCOc1ccc(C(C)NC(=O)c2ccccc2Br)cc1OCC,-1.9,-5.9,-8.6
CCCOc1ccc(C(C)NC(=O)c2ccccc2)cc1OCCC,-1.4,-5.7,-8.5
COc1cc(C)c([C@H](C)NC(=O)c2ccc(Cl)cc2)cc1OC,2.0,-5.8,-9.0
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(Cl)cc2)cc1OC,1.9,-5.8,-8.2
CCOc1ccc(C(=O)NC(c2ccccc2)C(C)(C)CO)cc1OCC,3.0,-6.0,-9.2
COc1cc(C)c([C@H](C)NC(=O)c2ccc(CF)cc2)cc1OC,5.1,-6.2,-9.1
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(CF)cc2)cc1OC,4.1,-5.9,-8.9
COc1cc(C)c([C@H](C)NC(=O)c2ccc(O)c(Cl)c2)cc1OC,0.6,-6.4,-9.5
COc1cc(C)c([C@H](C)NC(=O)c2ccc(C)cc2)cc1OC,1.6,-5.9,-8.4
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(C)cc2)cc1OC,2.6,-5.8,-8.2
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(F)c(Cl)c2)cc1OC,1.6,-6.2,-8.7
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(Cl)c(F)c2)cc1OC,1.8,-6.4,-9.1
COc1cc(C)c([C@H](C)NC(=O)c2ccc(Cl)c(F)c2)cc1OC,3.7,-6.0,-9.1
COc1cc(C)c([C@H](C)NC(=O)c2ccc(F)c(Cl)c2)cc1OC,2.5,-6.3,-9.2
COc1cc(C)c([C@H](C)NC(=O)c2ccc(CO)cc2)cc1OC,5.6,-6.6,-8.9
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(CO)cc2)cc1OC,5.9,-6.0,-9.2
COc1cc(F)c([C@H](C)NC(=O)c2ccc(F)cc2)cc1OC,-1.0,-6.0,-9.2
COc1cc(F)c([C@@H](C)NC(=O)c2ccc(F)cc2)cc1OC,-0.2,-5.9,-9.3
CCOc1ccc(C(C)NC(=O)c2ccc(C)c(NC(C)=O)c2)cc1OCC,6.9,-6.6,-10.1
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(C[NH3+])cc2)cc1OC,10000,10000,10000
COc1cc(C)c([C@H](C)NC(=O)c2ccc(C[NH3+])cc2)cc1OC,10000,10000,10000
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(Cl)cc2)cc1C(C)C,10000,10000,10000
COc1cc(C)c([C@H](C)NC(=O)c2ccc(Cl)cc2)cc1C(C)C,10000,10000,10000
CCOc1ccc(C(C)NC(=O)c2ccc(F)c(NC(C)=O)c2)cc1OCC,5.8,-6.5,-9.6
COc1cc(C)c([C@H](C)NC(=O)c2ccc(F)cc2)cc1OC,1.0,-6.1,-9.2
COc1cc(F)c([C@H](C)NC(=O)c2ccccc2F)cc1OC,-4.7,-6.0,-9.3
COc1cc(F)c([C@@H](C)NC(=O)c2ccccc2F)cc1OC,-1.6,-6.0,-8.7
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(N)cc2)cc1OC,-0.7,-6.0,-8.9
COc1cc(C)c([C@H](C)NC(=O)c2ccc(N)cc2)cc1OC,1.8,-6.1,-8.9
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(F)cc2)cc1OC,-1.1,-5.9,-8.3
COc1cc(C)c([C@H](C)NC(=O)c2ccc(CC[NH3+])cc2)cc1OC,10000,10000,10000
COc1cc(C)c([C@@H](C)NC(=O)c2ccc(CC[NH3+])cc2)cc1OC,10000,10000,10000
COc1cc(C)c([C@H](C)NC(=O)c2ccccc2O)cc1OC,-2.1,-6.6,-9.1
