smiles,PfDHFR,PfATP4,PfCRT,rrs_score,rrs_class,H1_entropy,H1_count,H1_max_pers,H1_mean_pers,H1_birth_mean,H1_birth_std,H1_death_mean,H1_death_std,H1_pers_q25,H1_pers_q50,H1_pers_q75,tfp_valid
COC/C(C)=C/COc1ccc2ccc(=O)oc2c1,-7.2,-5.4,-8.7,7.949999999999999,B,1.2924866676330566,3.0,1.3982863426208496,0.7103756666183472,2.417720317840576,0.4269914031028747,3.128096103668213,0.2274800539016723,0.8857173919677734,1.267070770263672,1.3326785564422607,True
CC(C)=CCc1cc2ccc(=O)oc2cc1O,-7.3,-5.7,-9.4,8.35,A,1.3280222415924072,4.0,1.3678979873657229,0.99584698677063,2.047332286834717,0.0749150067567825,3.043179512023926,0.2911076247692108,0.72978276014328,1.0264034271240234,1.2924675941467283,True
COc1cc2ccc(=O)oc2cc1O[C@@H](C)C(F)(F)F,-7.6,-6.2,-8.2,7.899999999999999,B,1.5819636583328247,3.0,1.3789722919464111,0.5372363924980164,2.843576192855835,0.7873476147651672,3.380812644958496,0.7101537585258484,1.05521821975708,1.2675747871398926,1.323273539543152,True
COc1cc2ccc(=O)oc2cc1O[C@H](C)C(F)(F)F,-7.3,-6.3,-8.3,7.800000000000001,B,1.4698638916015625,4.0,1.3773677349090576,0.5517939925193787,2.577108144760132,0.4390770494937897,3.128902196884156,0.3197799921035766,0.5163092613220215,0.8939611911773682,1.2953126430511477,True
COc1cc2oc(=O)ccc2cc1O[C@H](C)C(F)(F)F,-7.1,-5.9,-8.0,7.55,B,1.4563438892364502,3.0,1.4059470891952517,0.5528257489204407,2.576052665710449,0.4302143156528473,3.128878355026245,0.3152933716773987,0.8991037607192993,1.2643685340881348,1.335157871246338,True
COc1cc2oc(=O)ccc2cc1O[C@@H](C)C(F)(F)F,-7.2,-6.0,-7.9,7.550000000000001,B,1.4517433643341064,3.0,1.4057860374450684,0.5531671047210693,2.5742228031158447,0.4279795289039612,3.127389907836914,0.3158105313777923,0.904438018798828,1.264354944229126,1.3350704908370972,True
CC(Cl)=CCOc1ccc2ccc(=O)oc2c1,-7.6,-5.7,-8.9,8.25,A,1.143370509147644,3.0,1.4111413955688477,0.6606956124305725,2.458733081817627,0.5484201312065125,3.1194286346435547,0.3342688977718353,0.8999673128128052,1.2642862796783447,1.3377138376235962,True
COc1cc2ccc(=O)oc2c(OC)c1O,-7.6,-5.2,-8.0,7.8,B,1.437372088432312,2.0,1.38653302192688,0.7709569334983826,2.243154287338257,0.2600838243961334,3.014111280441284,0.3367446660995483,1.283658504486084,1.3179500102996826,1.3522415161132812,True
CCOc1ccc2ccc(=O)oc2c1,-7.5,-4.9,-8.0,7.75,B,1.13520085811615,3.0,1.3974953889846802,0.8334152698516846,2.1735572814941406,0.2178989946842193,3.006972551345825,0.3278491199016571,0.921648383140564,1.267458438873291,1.3324768543243408,True
C=C(C)CCOc1ccc2ccc(=O)oc2c1,-7.3,-5.2,-8.5,7.9,B,1.3927772045135498,4.0,1.4116722345352173,0.7832307815551758,2.2277183532714844,0.2252363413572311,3.01094937324524,0.2850295901298523,0.5678392648696899,0.9180569648742676,1.3011678457260132,True
