sig_id,pert_id,pert_iname,cell_id,pert_idose,pert_itime
AML001_CD34_6H:BRD-K41790758:10,BRD-K41790758,BRD-K41790758,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K41790758:3.33333,BRD-K41790758,BRD-K41790758,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K43389675:0.37037,BRD-K43389675,daunorubicin,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K43389675:1.11111,BRD-K43389675,daunorubicin,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K43389675:10,BRD-K43389675,daunorubicin,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K43389675:3.33333,BRD-K43389675,daunorubicin,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K47084999:0.37037,BRD-K47084999,BRD-K47084999,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K47084999:1.11111,BRD-K47084999,BRD-K47084999,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K47084999:10,BRD-K47084999,BRD-K47084999,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K47084999:3.33333,BRD-K47084999,BRD-K47084999,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K49071277:0.37037,BRD-K49071277,securinine,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K49071277:1.11111,BRD-K49071277,securinine,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K49071277:10,BRD-K49071277,securinine,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K49071277:3.33333,BRD-K49071277,securinine,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K53325797:0.37037,BRD-K53325797,BRD-K53325797,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K53325797:1.11111,BRD-K53325797,BRD-K53325797,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K53325797:10,BRD-K53325797,BRD-K53325797,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K53325797:3.33333,BRD-K53325797,BRD-K53325797,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K57391913:0.37037,BRD-K57391913,iloprost,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K57391913:1.11111,BRD-K57391913,iloprost,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K57391913:10,BRD-K57391913,iloprost,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K57391913:3.33333,BRD-K57391913,iloprost,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K63513868:0.37037,BRD-K63513868,BRD-K63513868,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K63513868:1.11111,BRD-K63513868,BRD-K63513868,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K63513868:10,BRD-K63513868,BRD-K63513868,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K63513868:3.33333,BRD-K63513868,BRD-K63513868,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K64302725:0.37037,BRD-K64302725,KUC105208,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K64302725:1.11111,BRD-K64302725,KUC105208,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K64302725:10,BRD-K64302725,KUC105208,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K64302725:3.33333,BRD-K64302725,KUC105208,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K64877338:0.37037,BRD-K64877338,BRD-K64877338,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K64877338:1.11111,BRD-K64877338,BRD-K64877338,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K64877338:10,BRD-K64877338,BRD-K64877338,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K64877338:3.33333,BRD-K64877338,BRD-K64877338,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K65971331:0.37037,BRD-K65971331,BRD-K65971331,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K65971331:1.11111,BRD-K65971331,BRD-K65971331,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K65971331:10,BRD-K65971331,BRD-K65971331,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K65971331:3.33333,BRD-K65971331,BRD-K65971331,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K68552125:0.37037,BRD-K68552125,phorbol-myristate-acetate,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K68552125:1.11111,BRD-K68552125,phorbol-myristate-acetate,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K68552125:10,BRD-K68552125,phorbol-myristate-acetate,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K68552125:3.33333,BRD-K68552125,phorbol-myristate-acetate,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K71879491:0.37037,BRD-K71879491,tretinoin,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K71879491:1.11111,BRD-K71879491,tretinoin,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K71879491:10,BRD-K71879491,tretinoin,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K71879491:3.33333,BRD-K71879491,tretinoin,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K74176882:0.37037,BRD-K74176882,BRD-K74176882,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K74176882:1.11111,BRD-K74176882,BRD-K74176882,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K74176882:10,BRD-K74176882,BRD-K74176882,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K74176882:3.33333,BRD-K74176882,BRD-K74176882,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K80368509:0.37037,BRD-K80368509,BRD-K80368509,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K80368509:1.11111,BRD-K80368509,BRD-K80368509,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K80368509:10,BRD-K80368509,BRD-K80368509,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K80368509:3.33333,BRD-K80368509,BRD-K80368509,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K85822033:0.37037,BRD-K85822033,BRD-K85822033,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K85822033:1.11111,BRD-K85822033,BRD-K85822033,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K85822033:10,BRD-K85822033,BRD-K85822033,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K85822033:3.33333,BRD-K85822033,BRD-K85822033,CD34,3 µM,6 h
AML001_CD34_6H:BRD-K93754473:0.49846,BRD-K93754473,tamoxifen,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K93754473:1.49538,BRD-K93754473,tamoxifen,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K93754473:13.4584,BRD-K93754473,tamoxifen,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K93754473:4.48614,BRD-K93754473,tamoxifen,CD34,5 µM,6 h
AML001_CD34_6H:BRD-K95149906:0.37037,BRD-K95149906,BRD-K95149906,CD34,500 nM,6 h
AML001_CD34_6H:BRD-K95149906:1.11111,BRD-K95149906,BRD-K95149906,CD34,1 µM,6 h
AML001_CD34_6H:BRD-K95149906:10,BRD-K95149906,BRD-K95149906,CD34,10 µM,6 h
AML001_CD34_6H:BRD-K95149906:3.33333,BRD-K95149906,BRD-K95149906,CD34,3 µM,6 h
AML001_HL60_24H:BRD-A03772856:0.37037,BRD-A03772856,BRD-A03772856,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A03772856:1.11111,BRD-A03772856,BRD-A03772856,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A03772856:10,BRD-A03772856,BRD-A03772856,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A03772856:3.33333,BRD-A03772856,BRD-A03772856,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A19037878:0.37037,BRD-A19037878,trichostatin-a,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A19037878:1.11111,BRD-A19037878,trichostatin-a,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A19037878:10,BRD-A19037878,trichostatin-a,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A19037878:3.33333,BRD-A19037878,trichostatin-a,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A19500257:0.37037,BRD-A19500257,geldanamycin,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A19500257:1.11111,BRD-A19500257,geldanamycin,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A19500257:3.33333,BRD-A19500257,geldanamycin,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A34037822:0.37037,BRD-A34037822,KUC107191N,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A34037822:1.11111,BRD-A34037822,KUC107191N,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A34037822:10,BRD-A34037822,KUC107191N,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A34037822:3.33333,BRD-A34037822,KUC107191N,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A35207501:0.37037,BRD-A35207501,BRD-A35207501,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A35207501:1.11111,BRD-A35207501,BRD-A35207501,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A35207501:10,BRD-A35207501,BRD-A35207501,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A35207501:3.33333,BRD-A35207501,BRD-A35207501,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A45664787:0.37037,BRD-A45664787,iloprost,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A45664787:1.11111,BRD-A45664787,iloprost,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A45664787:10,BRD-A45664787,iloprost,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A45664787:3.33333,BRD-A45664787,iloprost,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A72498772:1.11111,BRD-A72498772,BRD-A72498772,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A72498772:10,BRD-A72498772,BRD-A72498772,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A72498772:3.33333,BRD-A72498772,BRD-A72498772,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A72796238:0.37037,BRD-A72796238,BRD-A72796238,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A72796238:1.11111,BRD-A72796238,BRD-A72796238,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A72796238:10,BRD-A72796238,BRD-A72796238,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A72796238:3.33333,BRD-A72796238,BRD-A72796238,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A73513677:0.37037,BRD-A73513677,BRD-A73513677,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A73513677:1.11111,BRD-A73513677,BRD-A73513677,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A73513677:10,BRD-A73513677,BRD-A73513677,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A73513677:3.33333,BRD-A73513677,BRD-A73513677,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A73558769:0.37037,BRD-A73558769,BRD-A73558769,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A73558769:1.11111,BRD-A73558769,BRD-A73558769,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A73558769:10,BRD-A73558769,BRD-A73558769,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A73558769:3.33333,BRD-A73558769,BRD-A73558769,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A74382794:0.37037,BRD-A74382794,BRD-A74382794,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A74382794:1.11111,BRD-A74382794,BRD-A74382794,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A74382794:10,BRD-A74382794,BRD-A74382794,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A74382794:3.33333,BRD-A74382794,BRD-A74382794,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A75409952:0.37037,BRD-A75409952,wortmannin,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A75409952:1.11111,BRD-A75409952,wortmannin,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A75409952:10,BRD-A75409952,wortmannin,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A75409952:3.33333,BRD-A75409952,wortmannin,HL60,3 µM,24 h
AML001_HL60_24H:BRD-A95504714:0.37037,BRD-A95504714,BRD-A95504714,HL60,500 nM,24 h
AML001_HL60_24H:BRD-A95504714:1.11111,BRD-A95504714,BRD-A95504714,HL60,1 µM,24 h
AML001_HL60_24H:BRD-A95504714:10,BRD-A95504714,BRD-A95504714,HL60,10 µM,24 h
AML001_HL60_24H:BRD-A95504714:3.33333,BRD-A95504714,BRD-A95504714,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K03439359:0.37037,BRD-K03439359,BRD-K03439359,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K03439359:1.11111,BRD-K03439359,BRD-K03439359,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K03439359:10,BRD-K03439359,BRD-K03439359,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K03439359:3.33333,BRD-K03439359,BRD-K03439359,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K04986062:0.37037,BRD-K04986062,BRD-K04986062,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K04986062:1.11111,BRD-K04986062,BRD-K04986062,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K04986062:10,BRD-K04986062,BRD-K04986062,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K04986062:3.33333,BRD-K04986062,BRD-K04986062,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K05456756:0.37037,BRD-K05456756,BRD-K05456756,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K05456756:1.11111,BRD-K05456756,BRD-K05456756,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K05456756:10,BRD-K05456756,BRD-K05456756,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K05456756:3.33333,BRD-K05456756,BRD-K05456756,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K13077924:0.37037,BRD-K13077924,BRD-K13077924,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K13077924:1.11111,BRD-K13077924,BRD-K13077924,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K13077924:10,BRD-K13077924,BRD-K13077924,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K13077924:3.33333,BRD-K13077924,BRD-K13077924,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K16300438:0.37037,BRD-K16300438,BRD-K16300438,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K16300438:1.11111,BRD-K16300438,BRD-K16300438,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K16300438:10,BRD-K16300438,BRD-K16300438,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K16300438:3.33333,BRD-K16300438,BRD-K16300438,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K19706299:0.37037,BRD-K19706299,MRE-269,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K19706299:1.11111,BRD-K19706299,MRE-269,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K19706299:10,BRD-K19706299,MRE-269,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K19706299:3.33333,BRD-K19706299,MRE-269,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K21918725:0.37037,BRD-K21918725,BRD-K21918725,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K21918725:1.11111,BRD-K21918725,BRD-K21918725,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K21918725:10,BRD-K21918725,BRD-K21918725,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K21918725:3.33333,BRD-K21918725,BRD-K21918725,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K23623013:0.37037,BRD-K23623013,UTMB-00042,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K23623013:1.11111,BRD-K23623013,UTMB-00042,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K23623013:10,BRD-K23623013,UTMB-00042,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K23623013:3.33333,BRD-K23623013,UTMB-00042,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K26684619:0.37037,BRD-K26684619,BRD-K26684619,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K26684619:1.11111,BRD-K26684619,BRD-K26684619,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K26684619:10,BRD-K26684619,BRD-K26684619,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K26684619:3.33333,BRD-K26684619,BRD-K26684619,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K27316855:0.37037,BRD-K27316855,calcitriol,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K27316855:1.11111,BRD-K27316855,calcitriol,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K27316855:10,BRD-K27316855,calcitriol,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K27316855:3.33333,BRD-K27316855,calcitriol,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K27499107:0.37037,BRD-K27499107,carbacyclin,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K27499107:1.11111,BRD-K27499107,carbacyclin,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K27499107:10,BRD-K27499107,carbacyclin,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K27499107:3.33333,BRD-K27499107,carbacyclin,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K41790758:0.37037,BRD-K41790758,BRD-K41790758,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K41790758:1.11111,BRD-K41790758,BRD-K41790758,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K41790758:10,BRD-K41790758,BRD-K41790758,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K41790758:3.33333,BRD-K41790758,BRD-K41790758,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K43389675:0.37037,BRD-K43389675,daunorubicin,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K43389675:10,BRD-K43389675,daunorubicin,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K47084999:0.37037,BRD-K47084999,BRD-K47084999,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K47084999:1.11111,BRD-K47084999,BRD-K47084999,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K47084999:10,BRD-K47084999,BRD-K47084999,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K47084999:3.33333,BRD-K47084999,BRD-K47084999,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K49071277:0.37037,BRD-K49071277,securinine,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K49071277:1.11111,BRD-K49071277,securinine,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K49071277:10,BRD-K49071277,securinine,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K49071277:3.33333,BRD-K49071277,securinine,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K53325797:0.37037,BRD-K53325797,BRD-K53325797,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K53325797:1.11111,BRD-K53325797,BRD-K53325797,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K53325797:10,BRD-K53325797,BRD-K53325797,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K53325797:3.33333,BRD-K53325797,BRD-K53325797,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K57391913:0.37037,BRD-K57391913,iloprost,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K57391913:1.11111,BRD-K57391913,iloprost,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K57391913:10,BRD-K57391913,iloprost,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K57391913:3.33333,BRD-K57391913,iloprost,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K63513868:0.37037,BRD-K63513868,BRD-K63513868,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K63513868:1.11111,BRD-K63513868,BRD-K63513868,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K63513868:10,BRD-K63513868,BRD-K63513868,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K63513868:3.33333,BRD-K63513868,BRD-K63513868,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K64302725:0.37037,BRD-K64302725,KUC105208,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K64302725:1.11111,BRD-K64302725,KUC105208,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K64302725:10,BRD-K64302725,KUC105208,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K64302725:3.33333,BRD-K64302725,KUC105208,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K64877338:0.37037,BRD-K64877338,BRD-K64877338,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K64877338:1.11111,BRD-K64877338,BRD-K64877338,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K64877338:10,BRD-K64877338,BRD-K64877338,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K64877338:3.33333,BRD-K64877338,BRD-K64877338,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K65971331:0.37037,BRD-K65971331,BRD-K65971331,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K65971331:1.11111,BRD-K65971331,BRD-K65971331,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K65971331:10,BRD-K65971331,BRD-K65971331,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K65971331:3.33333,BRD-K65971331,BRD-K65971331,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K68552125:0.37037,BRD-K68552125,phorbol-myristate-acetate,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K68552125:1.11111,BRD-K68552125,phorbol-myristate-acetate,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K68552125:10,BRD-K68552125,phorbol-myristate-acetate,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K68552125:3.33333,BRD-K68552125,phorbol-myristate-acetate,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K71879491:0.37037,BRD-K71879491,tretinoin,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K71879491:1.11111,BRD-K71879491,tretinoin,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K71879491:10,BRD-K71879491,tretinoin,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K71879491:3.33333,BRD-K71879491,tretinoin,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K74176882:0.37037,BRD-K74176882,BRD-K74176882,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K74176882:1.11111,BRD-K74176882,BRD-K74176882,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K74176882:10,BRD-K74176882,BRD-K74176882,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K74176882:3.33333,BRD-K74176882,BRD-K74176882,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K80368509:0.37037,BRD-K80368509,BRD-K80368509,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K80368509:1.11111,BRD-K80368509,BRD-K80368509,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K80368509:10,BRD-K80368509,BRD-K80368509,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K80368509:3.33333,BRD-K80368509,BRD-K80368509,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K85822033:0.37037,BRD-K85822033,BRD-K85822033,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K85822033:1.11111,BRD-K85822033,BRD-K85822033,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K85822033:10,BRD-K85822033,BRD-K85822033,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K85822033:3.33333,BRD-K85822033,BRD-K85822033,HL60,3 µM,24 h
AML001_HL60_24H:BRD-K93754473:0.49846,BRD-K93754473,tamoxifen,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K93754473:1.49538,BRD-K93754473,tamoxifen,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K93754473:13.4584,BRD-K93754473,tamoxifen,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K93754473:4.48614,BRD-K93754473,tamoxifen,HL60,5 µM,24 h
AML001_HL60_24H:BRD-K95149906:0.37037,BRD-K95149906,BRD-K95149906,HL60,500 nM,24 h
AML001_HL60_24H:BRD-K95149906:1.11111,BRD-K95149906,BRD-K95149906,HL60,1 µM,24 h
AML001_HL60_24H:BRD-K95149906:10,BRD-K95149906,BRD-K95149906,HL60,10 µM,24 h
AML001_HL60_24H:BRD-K95149906:3.33333,BRD-K95149906,BRD-K95149906,HL60,3 µM,24 h
AML001_HL60_6H:BRD-A03772856:0.37037,BRD-A03772856,BRD-A03772856,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A03772856:1.11111,BRD-A03772856,BRD-A03772856,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A03772856:10,BRD-A03772856,BRD-A03772856,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A03772856:3.33333,BRD-A03772856,BRD-A03772856,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A19037878:0.37037,BRD-A19037878,trichostatin-a,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A19037878:1.11111,BRD-A19037878,trichostatin-a,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A19037878:10,BRD-A19037878,trichostatin-a,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A19037878:3.33333,BRD-A19037878,trichostatin-a,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A19500257:0.37037,BRD-A19500257,geldanamycin,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A19500257:1.11111,BRD-A19500257,geldanamycin,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A19500257:3.33333,BRD-A19500257,geldanamycin,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A34037822:0.37037,BRD-A34037822,KUC107191N,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A34037822:1.11111,BRD-A34037822,KUC107191N,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A34037822:10,BRD-A34037822,KUC107191N,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A34037822:3.33333,BRD-A34037822,KUC107191N,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A35207501:0.37037,BRD-A35207501,BRD-A35207501,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A35207501:1.11111,BRD-A35207501,BRD-A35207501,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A35207501:10,BRD-A35207501,BRD-A35207501,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A35207501:3.33333,BRD-A35207501,BRD-A35207501,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A45664787:0.37037,BRD-A45664787,iloprost,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A45664787:1.11111,BRD-A45664787,iloprost,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A45664787:10,BRD-A45664787,iloprost,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A45664787:3.33333,BRD-A45664787,iloprost,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A72498772:0.37037,BRD-A72498772,BRD-A72498772,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A72498772:1.11111,BRD-A72498772,BRD-A72498772,HL60,1 µM,6 h
AML001_HL60_6H:BRD-A72498772:10,BRD-A72498772,BRD-A72498772,HL60,10 µM,6 h
AML001_HL60_6H:BRD-A72498772:3.33333,BRD-A72498772,BRD-A72498772,HL60,3 µM,6 h
AML001_HL60_6H:BRD-A72796238:0.37037,BRD-A72796238,BRD-A72796238,HL60,500 nM,6 h
AML001_HL60_6H:BRD-A72796238:1.11111,BRD-A72796238,BRD-A72796238,HL60,1 µM,6 h
